year,country,npopuli999,rcaincj992,rdiincj992,rhwealj992,rptincj992,gcaincj992,gdiincj992,ghwealj992,gptincj992
2005,AD,79826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,AD,80221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,AD,78168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008,AD,76055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009,AD,73852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,AD,71519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011,AD,70567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,AD,71013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,AD,71367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014,AD,71621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,AD,71746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,AD,72540,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017,AD,73837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,AD,75013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,AD,76343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020,AD,77700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,AD,79034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,AD,79824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980,AE,1014048,NaN,24.8088264465332,NaN,27.1843299865723,NaN,0.643421010634558,NaN,0.656802078738757
1981,AE,1100180,NaN,24.6712379455566,NaN,27.1843299865723,NaN,0.642499524676396,NaN,0.656802121115128
1982,AE,1167856,NaN,24.4629154205322,NaN,27.1843299865723,NaN,0.641331243430244,NaN,0.656802042766422
1983,AE,1237572,NaN,24.4001197814941,NaN,27.1843299865723,NaN,0.640980058136901,NaN,0.656802044046991
1984,AE,1308331,NaN,24.6563777923584,NaN,27.1843128204346,NaN,0.642517073236395,NaN,0.656802013779007
1985,AE,1379536,NaN,24.7026901245117,NaN,27.1843299865723,NaN,0.642749383248017,NaN,0.656802044046991
1986,AE,1468697,NaN,24.6614189147949,NaN,27.1843299865723,NaN,0.642620551329525,NaN,0.656802058366075
1987,AE,1575909,NaN,24.7789669036865,NaN,27.1843128204346,NaN,0.643262039857557,NaN,0.656802020647511
1988,AE,1683681,NaN,24.8475379943848,NaN,27.1843128204346,NaN,0.643729069983085,NaN,0.656802009122394
1989,AE,1791840,NaN,25.0000972747803,NaN,27.1843299865723,NaN,0.644575799677693,NaN,0.656802042766422
1990,AE,1900151,NaN,25.1121768951416,NaN,27.1843299865723,NaN,0.645156040282597,NaN,0.656802001380775
1991,AE,2008383,NaN,25.1321201324463,NaN,27.1843299865723,NaN,0.645341555691459,NaN,0.656802068028547
1992,AE,2116231,NaN,25.2019519805908,NaN,27.1843299865723,NaN,0.645841017208422,NaN,0.656802042999253
1993,AE,2223284,NaN,25.2248096466064,NaN,27.1843299865723,NaN,0.646031687025712,NaN,0.656802092825011
1994,AE,2329024,NaN,25.1363792419434,NaN,27.1843299865723,NaN,0.645491418539812,NaN,0.656802002079267
1995,AE,2433988,NaN,25.0775318145752,367.026885986328,27.1843299865723,NaN,0.645122180852773,0.856427860992795,0.656802096666716
1996,AE,2572735,NaN,25.0710735321045,363.250183105469,27.1843299865723,NaN,0.645121483270206,0.856253120849516,0.656802060927212
1997,AE,2746119,NaN,25.0147953033447,367.399444580078,27.1843128204346,NaN,0.644815753792891,0.857074882832194,0.656802022742987
1998,AE,2921130,NaN,25.0392551422119,383.133880615234,27.1843128204346,NaN,0.645050098406134,0.86173753945485,0.656802015758068
1999,AE,3097563,NaN,25.0709800720215,377.805755615234,27.3640174865723,NaN,0.645142671649999,0.857161436316829,0.65765008796135
2000,AE,3275333,NaN,25.0775260925293,388.143005371094,27.5653991699219,NaN,0.645180692146557,0.857939051713032,0.658590563046399
2001,AE,3454198,NaN,25.0258331298828,402.413513183594,27.7926139831543,NaN,0.644825180594221,0.859147583465273,0.659639176856611
2002,AE,3633655,NaN,25.4827919006348,425.147766113281,28.0509815216064,NaN,0.647349089598151,0.860730646440174,0.660816106996375
2003,AE,3813443,NaN,25.7613983154297,457.608764648438,28.3473567962646,NaN,0.648828913333624,0.861968652701933,0.66214604564296
2004,AE,3993339,NaN,26.2781028747559,490.129455566406,28.6908588409424,NaN,0.651528820594688,0.863899183748146,0.663661134390008
2005,AE,4280993,NaN,26.5683212280273,521.713745117188,29.0936508178711,NaN,0.653008766287606,0.865137989050538,0.665402964545528
2006,AE,4898954,NaN,26.6678314208984,579.338012695312,29.5725593566894,NaN,0.65322088723137,0.866779447064289,0.66742629463382
2007,AE,5872624,NaN,26.8397121429443,686.355102539062,30.1513576507568,NaN,0.653915953954446,0.869672150310265,0.669805777481855
2008,AE,6988685,NaN,26.8895511627197,874.978698730469,30.8649864196777,NaN,0.654095657298736,0.8732384894723,0.67264405998737
2009,AE,7992644,NaN,26.4459247589111,1387.08679199219,31.7667732238769,NaN,0.651699337172413,0.877169323695199,0.676088262345452
2010,AE,8481771,NaN,24.4999942779541,1298.19836425781,28.6854763031006,NaN,0.639111800941837,0.876155722930775,0.660868574821691
2011,AE,8575205,NaN,22.3394889831543,1390.41320800781,26.0354499816894,NaN,0.623929531866921,0.87665314427062,0.646036505217314
2012,AE,8664969,NaN,20.1153945922852,1309.09497070312,23.7320346832275,NaN,0.606631462716603,0.876204280768548,0.631577291985582
2013,AE,8751847,NaN,18.4836940765381,1402.83911132812,21.7114067077637,NaN,0.592406249042373,0.876665355070429,0.617477193409421
2014,AE,8835951,NaN,18.7099990844727,1320.17407226562,22.1697063446045,NaN,0.594355131889568,0.876298313645378,0.620527324319042
2015,AE,8916899,NaN,18.3958282470703,1415.51782226562,21.1331024169922,NaN,0.591690106415228,0.876886218426023,0.61364020120779
2016,AE,8994263,NaN,18.218843460083,1331.412109375,20.2139472961426,NaN,0.590139068118415,0.876492155633599,0.606999402321055
2017,AE,9068296,NaN,17.9725208282471,1428.36169433594,19.3933429718018,NaN,0.587925525570263,0.876898369664843,0.600591989397977
2018,AE,9140169,NaN,16.9541015625,1441.5029296875,18.65625,NaN,0.577976911704038,0.876898369664843,0.594405791556884
2019,AE,9211657,NaN,16.8542213439941,1342.75646972656,18.6562595367432,NaN,0.5769618019389,0.876504332002895,0.594405819263731
2020,AE,9287289,NaN,16.8150882720947,1354.408203125,18.65625,NaN,0.576469379897368,0.876516639762031,0.594405752950653
2021,AE,9365145,NaN,16.8150882720947,1366.17407226562,18.65625,NaN,0.576469346922728,0.876540964006949,0.59440576105607
2022,AE,9441129,NaN,16.8150882720947,NaN,18.65625,NaN,0.576469423477626,0.877931201864783,0.59440576105607
1980,AF,12486631,NaN,11.9317941665649,NaN,12.2153348922729,NaN,0.519920743856023,NaN,0.524523866061958
1981,AF,11155195,NaN,11.9327793121338,NaN,12.2153348922729,NaN,0.519936239986286,NaN,0.524523866061958
1982,AF,10088289,NaN,11.927716255188,NaN,12.2153348922729,NaN,0.519851779596017,NaN,0.524523866061958
1983,AF,9951449,NaN,11.9296798706055,NaN,12.2153348922729,NaN,0.519883390410428,NaN,0.524523866061958
1984,AF,10243686,NaN,11.9321203231812,NaN,12.2153348922729,NaN,0.519922968161659,NaN,0.524523866061958
1985,AF,10512221,NaN,11.9355459213257,NaN,12.2153348922729,NaN,0.519979374070793,NaN,0.524523866061958
1986,AF,10448442,NaN,11.9367647171021,NaN,12.2153348922729,NaN,0.519998676990721,NaN,0.524523866061958
1987,AF,10322758,NaN,11.9389781951904,NaN,12.2153348922729,NaN,0.520036259500095,NaN,0.524523866061958
1988,AF,10383460,NaN,11.9396944046021,NaN,12.2153348922729,NaN,0.520049422526448,NaN,0.524523866061958
1989,AF,10673168,NaN,11.9403953552246,NaN,12.2153348922729,NaN,0.520062495889931,NaN,0.524523866061958
1990,AF,10694796,NaN,11.9423055648804,NaN,12.2153348922729,NaN,0.520095330634287,NaN,0.524523866061958
1991,AF,10745167,NaN,11.9434185028076,NaN,12.2153348922729,NaN,0.520115487323043,NaN,0.524523866061958
1992,AF,12057433,NaN,11.9457206726074,NaN,12.2153348922729,NaN,0.520154596953287,NaN,0.524523866061958
1993,AF,14003760,NaN,11.9455575942993,NaN,12.2153348922729,NaN,0.520153895230873,NaN,0.524523866061958
1994,AF,15455555,NaN,11.9430522918701,NaN,12.2153348922729,NaN,0.520114680430137,NaN,0.524523866061958
1995,AF,16418912,NaN,11.9493446350098,60.5962982177734,12.2153348922729,NaN,0.520217755028153,0.735715923018503,0.524523866061958
1996,AF,17106596,NaN,11.9521646499634,60.2615547180176,12.2153348922729,NaN,0.520264369147018,0.734931960758544,0.524523866061958
1997,AF,17788820,NaN,11.9535961151123,60.5727157592773,12.2153348922729,NaN,0.520288353911241,0.735654226994725,0.524523866061958
1998,AF,18493132,NaN,11.9550228118897,60.8788375854492,12.2153348922729,NaN,0.520312299210286,0.736826595844406,0.524523866061958
1999,AF,19262848,NaN,11.9562683105469,60.5200881958008,12.2153348922729,NaN,0.520333347323209,0.735578681183242,0.524523866061958
2000,AF,19542982,NaN,11.9574127197266,60.830078125,12.2153348922729,NaN,0.520352644168458,0.736826595844406,0.524523866061958
2001,AF,19688632,NaN,11.9581108093262,61.1527633666992,12.2153348922729,NaN,0.520364503399236,0.737188872049913,0.524523866061958
2002,AF,21000256,NaN,11.9629430770874,61.4367370605469,12.2153348922729,NaN,0.520443344096329,0.738040178545404,0.524523866061958
2003,AF,22645130,NaN,11.7778358459473,61.0896949768066,12.2153348922729,NaN,0.517376320070401,0.737136997842015,0.524523866061958
2004,AF,23553552,NaN,11.7522802352905,61.7582550048828,12.2153348922729,NaN,0.516920025844321,0.738733580787198,0.524523866061958
2005,AF,24411192,NaN,11.7778720855713,62.0152244567871,12.2153348922729,NaN,0.517328327742565,0.739560232744978,0.524523866061958
2006,AF,25442944,NaN,11.6531076431274,62.4942779541016,12.2153348922729,NaN,0.515285224788077,0.740258879550183,0.524523866061958
2007,AF,25903300,NaN,11.3703269958496,61.4170036315918,12.2153348922729,NaN,0.510363457106134,0.738014008411241,0.524523866061958
2008,AF,26427200,NaN,11.1581859588623,61.1908988952637,12.2153348922729,NaN,0.506504573341434,0.737381704853021,0.524523866061958
2009,AF,27385308,NaN,10.483437538147,61.2420387268066,11.432825088501,NaN,0.495417350472444,0.737535492702293,0.512815040926053
2010,AF,28189672,NaN,9.61740112304688,61.1972770690918,11.2846794128418,NaN,0.477833969194439,0.737381704853021,0.511066839867137
2011,AF,29249156,NaN,9.25119400024414,60.381046295166,10.5981254577637,NaN,0.471424420482371,0.735190544879003,0.499589212660158
2012,AF,30466480,NaN,9.27306461334229,60.5024566650391,10.1983346939087,NaN,0.473116548892534,0.735578681183242,0.492655849301617
2013,AF,31541208,NaN,9.40481662750244,60.5669250488281,10.4711360931397,NaN,0.476268055229753,0.735654226994725,0.497595444137076
2014,AF,32716210,NaN,9.4877758026123,60.1549911499023,10.6761350631714,NaN,0.477059967410657,0.734660915361616,0.501165606973935
2015,AF,33753500,NaN,9.77436256408691,60.2503089904785,10.790509223938,NaN,0.483281939311485,0.734917477450765,0.503040053469906
2016,AF,34636208,NaN,10.0565595626831,60.9402198791504,11.1281070709228,NaN,0.487994418879708,0.736930315685086,0.508811393448038
2017,AF,35643416,NaN,10.4782629013062,61.3063659667969,11.5264282226562,NaN,0.496104128250316,0.73756170245295,0.515393100406367
2018,AF,36686784,NaN,10.1644010543823,61.3128547668457,11.5264320373535,NaN,0.490285174583583,0.737578446941583,0.515393161175165
2019,AF,37769500,NaN,10.036169052124,61.2870674133301,11.5264320373535,NaN,0.487649324991025,0.73756170245295,0.515393164434794
2020,AF,38972232,NaN,10.0072498321533,61.2934722900391,11.5264320373535,NaN,0.486842457246759,0.73756170245295,0.515393131140012
2021,AF,40099464,NaN,10.6012992858887,61.2999572753906,12.2153348922729,NaN,0.496318909302033,0.73756170245295,0.524523866061958
2022,AF,41128772,NaN,10.6012983322144,NaN,12.2153348922729,NaN,0.496318809403135,0.738118390065708,0.524523866061958
1980,AG,64889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981,AG,65076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,AG,65231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983,AG,65408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984,AG,65362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985,AG,65048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986,AG,64712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987,AG,64353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988,AG,63982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989,AG,63636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990,AG,63328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991,AG,63634,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,AG,64659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,AG,65834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994,AG,67072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995,AG,68398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996,AG,69798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997,AG,71218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998,AG,72572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999,AG,73821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000,AG,75055,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001,AG,76215,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2002,AG,77195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003,AG,78075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004,AG,78941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005,AG,79869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,AG,80895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,AG,82016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008,AG,83251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009,AG,84534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,AG,85695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011,AG,86729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,AG,87674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,AG,88497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014,AG,89236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,AG,89941,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,AG,90564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017,AG,91119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,AG,91626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,AG,92117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020,AG,92664,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,AG,93219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,AG,93763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980,AI,6560,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981,AI,6571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,AI,6585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983,AI,6601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984,AI,6691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985,AI,6907,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986,AI,7167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987,AI,7436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988,AI,7718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989,AI,8017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990,AI,8316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991,AI,8617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,AI,8887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,AI,9121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994,AI,9356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995,AI,9601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996,AI,9863,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997,AI,10132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998,AI,10416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999,AI,10722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000,AI,11047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001,AI,11344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2002,AI,11560,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003,AI,11744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004,AI,11934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005,AI,12128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,AI,12325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,AI,12524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008,AI,12730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009,AI,12946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,AI,13172,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011,AI,13341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,AI,13455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,AI,13700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014,AI,14120,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,AI,14525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,AI,14813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017,AI,15015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,AI,15181,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,AI,15380,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020,AI,15585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,AI,15753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,AI,15857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980,AL,2941651,NaN,7.53081941604614,NaN,8.66438579559326,NaN,0.437124304880445,NaN,0.467629898442844
1981,AL,2992389,NaN,7.53623294830322,NaN,8.66438579559326,NaN,0.437276465473071,NaN,0.467629898442844
1982,AL,3041179,NaN,7.53753137588501,NaN,8.66438579559326,NaN,0.437312376900066,NaN,0.467629898442844
1983,AL,3087911,NaN,7.53147125244141,NaN,8.66438579559326,NaN,0.437132775380739,NaN,0.467629898442844
1984,AL,3131726,NaN,7.52477645874023,NaN,8.66438579559326,NaN,0.436941228218148,NaN,0.467629898442844
1985,AL,3171725,NaN,7.52286434173584,NaN,8.66438579559326,NaN,0.436885042968968,NaN,0.467629898442844
1986,AL,3207128,NaN,7.52463531494141,NaN,8.66438579559326,NaN,0.436929347477655,NaN,0.467629898442844
1987,AL,3237676,NaN,7.52098894119263,NaN,8.66438579559326,NaN,0.436829739600123,NaN,0.467629898442844
1988,AL,3263019,NaN,7.51957845687866,NaN,8.66438579559326,NaN,0.436798236818683,NaN,0.467629898442844
1989,AL,3282182,NaN,7.52660322189331,NaN,8.66438579559326,NaN,0.436987362752587,NaN,0.467629898442844
1990,AL,3295066,NaN,7.5117564201355,NaN,8.66438579559326,NaN,0.436571261658775,NaN,0.467629898442844
1991,AL,3302081,NaN,7.46454334259033,NaN,8.66438579559326,NaN,0.435210768904536,NaN,0.467629898442844
1992,AL,3303739,NaN,7.45436859130859,NaN,8.66438579559326,NaN,0.434911884783425,NaN,0.467629898442844
1993,AL,3300711,NaN,7.51454973220825,NaN,8.66438579559326,NaN,0.436719255664887,NaN,0.467629898442844
1994,AL,3293999,NaN,7.5094256401062,NaN,8.66438579559326,NaN,0.43654603565131,NaN,0.467629898442844
1995,AL,3284364,NaN,7.6095118522644,54.1127052307129,8.66438579559326,NaN,0.439387664564574,0.720588111458511,0.467629898442844
1996,AL,3271331,7.45324897766113,7.91276597976685,54.1150436401367,8.66438579559326,0.443677878977831,0.448519446487214,0.720588111458511,0.467629898442844
1997,AL,3253719,7.70761728286743,8.17704391479492,54.3141250610352,8.90659427642822,0.449148377482437,0.454224880481326,0.721303612699529,0.472384922038199
1998,AL,3232175,7.89607048034668,8.19071865081787,54.444164276123,8.94187831878662,0.45331615012964,0.454398337838086,0.721360307533331,0.473137673639415
1999,AL,3208260,8.02493858337402,8.13517761230469,54.483943939209,9.03302192687988,0.456473699442156,0.453303736763642,0.721425739823275,0.47502051066609
2000,AL,3182021,7.95290803909302,7.96805143356323,54.4342498779297,8.96519756317139,0.455004555342437,0.449518087899411,0.721360307533331,0.473845210368399
2001,AL,3153612,7.97984457015991,8.06062698364258,54.5514755249023,9.14815425872803,0.455153658168774,0.45157630095427,0.721669092397846,0.477382752075345
2002,AL,3123551,8.11112022399902,8.21875953674316,54.8624954223633,9.36502552032471,0.457921484827258,0.455189197573537,0.722414588936658,0.481698122595151
2003,AL,3092991,8.04592800140381,8.15928840637207,54.7375068664551,9.33232307434082,0.456556353300438,0.453700633359819,0.722075992408378,0.48123889401962
2004,AL,3062622,7.85128879547119,7.88881587982178,54.5791473388672,9.13723373413086,0.452127616079225,0.447435267844249,0.721715445861676,0.477519233448182
2005,AL,3032634,7.7702579498291,7.35956192016602,54.5314292907715,8.42625713348389,0.450607962239929,0.433374358321924,0.721589904865809,0.461435099828075
2006,AL,3003387,7.74595212936401,7.37712049484253,54.4689407348633,8.37134742736816,0.450368188702608,0.433969237650349,0.721425739823275,0.460387965134814
2007,AL,2976084,7.6165452003479,7.19362545013428,54.2874717712402,8.15951156616211,0.447822309419116,0.42943913623438,0.721303612699529,0.456031716487063
2008,AL,2951689,7.72044515609741,7.47024965286255,54.6603546142578,8.42913722991943,0.449408555750216,0.435795655123074,0.721770562566931,0.461486760609621
2009,AL,2930541,7.60164165496826,7.34666728973389,54.5439567565918,8.34059906005859,0.446558347877616,0.432020991753307,0.721669092397846,0.459100614349053
2010,AL,2913399,7.60266780853271,7.41547346115112,54.4367141723633,8.39569187164307,0.446169950570845,0.433360931215644,0.721360307533331,0.46010405269625
2011,AL,2900654,7.68877744674683,6.47654581069946,54.5138244628906,7.31464719772339,0.447293368285967,0.411436015451188,0.721485595121436,0.438034808530328
2012,AL,2892193,7.72568082809448,7.49479866027832,54.6018943786621,8.5511646270752,0.448045082865738,0.434938647113974,0.721636435277247,0.463269750508976
2013,AL,2887014,8.03893852233887,7.51223087310791,55.2849655151367,8.61303043365479,0.45434638362624,0.436088736351662,0.723214068998189,0.46499273405253
2014,AL,2884102,8.47160625457764,7.72670984268188,55.6489906311035,8.90064144134521,0.462760250672279,0.441012780232246,0.72418246351296,0.470774105181042
2015,AL,2882481,8.07297801971436,7.83511829376221,55.6108055114746,9.05714511871338,0.454366824595269,0.44323788789552,0.724115072495749,0.473551441413218
2016,AL,2881063,8.45225238800049,8.60164928436279,55.567138671875,9.91682147979736,0.461120992503945,0.458103328357376,0.72397194421022,0.487221291535395
2017,AL,2879355,8.12582302093506,8.20358276367188,55.6784553527832,9.6633415222168,0.454115623481543,0.450711962127999,0.72430219540334,0.483947052077989
2018,AL,2877013,7.81389045715332,7.88544225692749,55.6903305053711,9.28156280517578,0.447469071268173,0.443793702061912,0.724428050999535,0.477190365329869
2019,AL,2873883,7.81385517120361,7.43271636962891,55.7199592590332,8.70013809204102,0.449240076882415,0.433585837635402,0.724428050999535,0.466638965303641
2020,AL,2866849,7.80752563476562,7.25848245620728,55.7229499816895,8.53275966644287,0.449260315100345,0.429055896723873,0.724428050999535,0.463437247174738
2021,AL,2854710,7.80938768386841,7.39374971389771,55.7259521484375,8.68997669219971,0.44923613743119,0.432215618935279,0.724428050999535,0.466448042902616
2022,AL,2842321,NaN,7.42966270446777,NaN,8.73162651062012,NaN,0.433040285063384,0.724841301236225,0.467230195652371
1980,AM,3135123,NaN,14.7897453308106,NaN,17.3460330963135,NaN,0.559343929391787,NaN,0.58842222713718
1981,AM,3167876,NaN,14.8013534545898,NaN,17.3460330963135,NaN,0.559477460238789,NaN,0.58842222713718
1982,AM,3202011,NaN,14.8136177062988,NaN,17.3460330963135,NaN,0.559618322829635,NaN,0.58842222713718
1983,AM,3238291,NaN,14.8266630172729,NaN,17.3460330963135,NaN,0.559767483132774,NaN,0.58842222713718
1984,AM,3272102,NaN,14.8405542373657,NaN,17.3460330963135,NaN,0.559925890177873,NaN,0.58842222713718
1985,AM,3300896,NaN,14.8551454544067,NaN,17.3460330963135,NaN,0.560092206501075,NaN,0.58842222713718
1986,AM,3327182,NaN,14.869873046875,NaN,17.3460330963135,NaN,0.560260220348148,NaN,0.58842222713718
