year,country,npopuli999,rcaincj992,rdiincj992,rhwealj992,rptincj992,gcaincj992,gdiincj992,ghwealj992,gptincj992
1996,UZ,23465926,NaN,13.4468631744385,68.3583602905273,20.4742088317871,NaN,0.53837946224689,0.751718534951323,0.610643899356933
1997,UZ,23877288,NaN,14.3188896179199,68.9391937255859,20.4742088317871,NaN,0.550239384077205,0.752464689530399,0.610643899356933
1998,UZ,24256776,NaN,14.4053630828857,69.0103759765625,20.4742088317871,NaN,0.551230801348627,0.752623894090078,0.610643899356933
1999,UZ,24602708,NaN,13.2646980285644,65.6411437988281,17.8318119049072,NaN,0.537883078526022,0.746368304641408,0.590716169064077
2000,UZ,24925554,NaN,12.3194465637207,63.050048828125,15.6894197463989,NaN,0.525465862833205,0.741523260414283,0.570853640427966
2001,UZ,25248444,NaN,12.1773691177368,62.7291870117188,15.0896291732788,NaN,0.524057021722335,0.740773099720798,0.564652878139121
2002,UZ,25579030,NaN,11.9855718612671,62.546817779541,14.4976196289062,NaN,0.521388808872807,0.740476344310835,0.558130855750189
2003,UZ,25905904,NaN,12.7962827682495,63.3996276855469,15.4924774169922,NaN,0.533323945651436,0.742225720504436,0.568897502843221
2004,UZ,26234924,NaN,12.8774042129517,62.6755676269531,15.4924774169922,NaN,0.534574638267991,0.740695382225411,0.568897543420611
2005,UZ,26573424,NaN,12.9198980331421,63.7808570861816,15.4924774169922,NaN,0.535246719929738,0.742852013153538,0.568897528285426
2006,UZ,26926820,NaN,12.878662109375,63.82421875,15.4924755096435,NaN,0.534631906553781,0.742933258574567,0.568897494228487
2007,UZ,27309616,NaN,12.9756593704224,63.4578170776367,15.4924774169922,NaN,0.536023793654987,0.742390847894058,0.568897555294974
2008,UZ,27726810,NaN,12.7460336685181,64.2879867553711,15.4924755096435,NaN,0.53262990118321,0.743953712009926,0.568897486725156
2009,UZ,28167842,NaN,12.8848724365234,65.0890426635742,15.4924774169922,NaN,0.534577254681047,0.745152625405183,0.568897501045434
2010,UZ,28614228,NaN,12.784010887146,64.6705093383789,15.4924831390381,NaN,0.533104950297986,0.74442360016468,0.568897581197383
2011,UZ,29057458,NaN,12.6529293060303,64.3429641723633,15.4924774169922,NaN,0.530987715792513,0.744021901840625,0.568897493064334
2012,UZ,29503052,NaN,12.8433609008789,64.4726638793945,15.4924831390381,NaN,0.533900287094525,0.7442650060446,0.568897570952835
2013,UZ,29963226,NaN,12.7779521942139,64.3337936401367,15.4924774169922,NaN,0.532924697917178,0.744024509001093,0.568897501975563
2014,UZ,30446542,NaN,12.8495769500732,63.7982063293457,15.4924774169922,NaN,0.534054427379481,0.742852013153538,0.568897508898011
2015,UZ,30949416,NaN,12.8875665664673,63.1300735473633,15.4924755096435,NaN,0.534633656834444,0.74163781425834,0.568897485730169
2016,UZ,31453574,NaN,12.7179298400879,64.6610488891602,15.1168146133423,NaN,0.532216717439958,0.74442360016468,0.564650228504831
2017,UZ,31945682,NaN,13.3036556243897,65.0691146850586,15.5754318237305,NaN,0.540775752887619,0.744992665819012,0.569814511218656
2018,UZ,32449576,NaN,13.4236249923706,65.0789947509766,15.5754251480103,NaN,0.542496950936759,0.745055645100791,0.56981444940212
2019,UZ,32976948,NaN,13.3236951828003,65.0394134521484,15.5754251480103,NaN,0.541076843147803,0.7449162219377,0.569814433336806
2020,UZ,33526656,NaN,13.2530574798584,65.0492858886719,15.5754318237305,NaN,0.5397566429791,0.744941715809858,0.569814468144987
2021,UZ,34081448,NaN,17.5816860198975,65.0593185424805,20.4742088317871,NaN,0.586664917796199,0.744967177705263,0.610643899356933
2022,UZ,34627652,NaN,17.5816860198975,NaN,20.4742088317871,NaN,0.586664850078861,0.745531822096723,0.610643899356933
1980,VA,733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981,VA,733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,VA,730,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983,VA,727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984,VA,724,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985,VA,719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986,VA,713,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987,VA,709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988,VA,707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989,VA,705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990,VA,700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991,VA,691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,VA,685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,VA,683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994,VA,679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995,VA,676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996,VA,673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997,VA,668,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998,VA,660,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999,VA,654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000,VA,651,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001,VA,649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2002,VA,644,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003,VA,638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004,VA,633,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005,VA,628,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,VA,622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,VA,617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008,VA,613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009,VA,604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,VA,596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011,VA,590,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,VA,581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,VA,574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014,VA,569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,VA,564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,VA,556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017,VA,547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,VA,537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,VA,528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020,VA,520,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,VA,511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,VA,510,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980,VC,107480,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981,VC,108191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,VC,108974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983,VC,109684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984,VC,110329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985,VC,110906,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986,VC,111388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987,VC,111770,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988,VC,112076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989,VC,112320,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990,VC,112487,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991,VC,112780,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,VC,113222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,VC,113621,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994,VC,113944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995,VC,114174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996,VC,114290,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997,VC,114276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998,VC,114165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999,VC,113995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000,VC,113813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001,VC,113641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2002,VC,113450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003,VC,113108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004,VC,112608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005,VC,112043,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,VC,111427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,VC,110824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008,VC,110316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009,VC,109840,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,VC,109308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011,VC,108703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,VC,108083,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,VC,107450,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014,VC,106912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,VC,106482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,VC,105963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017,VC,105549,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,VC,105281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,VC,104924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020,VC,104632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,VC,104332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,VC,103948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980,VE,15210443,NaN,23.5881767272949,NaN,32.3135948181152,NaN,0.629355650418207,NaN,0.675726689825554
1981,VE,15638426,NaN,20.2707748413086,NaN,32.3135948181152,NaN,0.604881481930513,NaN,0.675726689825554
1982,VE,16071654,NaN,22.520486831665,NaN,32.3135948181152,NaN,0.622538221629223,NaN,0.675726689825554
1983,VE,16509596,NaN,23.8621940612793,NaN,32.3135948181152,NaN,0.631937037742383,NaN,0.675726689825554
1984,VE,16953234,NaN,23.2271633148193,NaN,32.3135948181152,NaN,0.626952547625069,NaN,0.675726689825554
1985,VE,17402304,NaN,22.0242691040039,NaN,32.3135948181152,NaN,0.618382957180116,NaN,0.675726689825554
1986,VE,17860872,NaN,25.4214477539062,NaN,32.3135948181152,NaN,0.641892942786582,NaN,0.675726689825554
1987,VE,18328656,NaN,24.2363414764404,NaN,32.3135948181152,NaN,0.634717309747814,NaN,0.675726689825554
1988,VE,18800770,NaN,23.2021865844727,NaN,32.3135948181152,NaN,0.628318034019381,NaN,0.675726689825554
1989,VE,19275292,NaN,22.6094036102295,NaN,32.3135948181152,NaN,0.624017980162047,NaN,0.675726689825554
1990,VE,19750580,NaN,22.4099159240723,NaN,32.3135948181152,NaN,0.621903485988486,NaN,0.675726689825554
1991,VE,20226214,NaN,22.3807582855225,NaN,32.3135948181152,NaN,0.621848538955262,NaN,0.675726689825554
1992,VE,20700460,NaN,24.0666103363037,NaN,32.3135948181152,NaN,0.63406439296518,NaN,0.675726689825554
1993,VE,21172100,NaN,24.1998062133789,NaN,32.3135948181152,NaN,0.635181998192111,NaN,0.675726689825554
1994,VE,21640832,NaN,23.9782238006592,NaN,32.3135948181152,NaN,0.633798435618452,NaN,0.675726689825554
1995,VE,22107286,NaN,24.7308883666992,NaN,32.3135948181152,NaN,0.639046675793961,0.822819428559029,0.675726689825554
1996,VE,22572110,NaN,24.2285900115967,NaN,32.3135948181152,NaN,0.63580033809583,0.822764169542126,0.675726689825554
1997,VE,23037560,NaN,23.2563667297363,NaN,32.3135948181152,NaN,0.629260459106427,0.82358923490898,0.675726689825554
1998,VE,23503820,NaN,25.6635074615479,NaN,32.3135948181152,NaN,0.645452341358046,0.824061853310667,0.675726689825554
1999,VE,23966960,NaN,24.4182376861572,NaN,32.3135948181152,NaN,0.638047027667797,0.823990116120939,0.675726689825554
2000,VE,24427728,NaN,23.7679576873779,NaN,32.3135948181152,NaN,0.633664592824383,0.824338608865077,0.675726689825554
2001,VE,24880204,NaN,24.5882129669189,NaN,34.4670333862305,NaN,0.639648276900779,0.826481047065499,0.684572775814857
2002,VE,25330928,NaN,25.1613655090332,NaN,34.3348770141602,NaN,0.643424449375712,0.826751803884122,0.684038315223398
2003,VE,25782028,NaN,23.6563835144043,NaN,33.0275421142578,NaN,0.636042275628437,0.833566748152123,0.681745934581773
2004,VE,26226928,NaN,23.0646095275879,NaN,31.6523780822754,NaN,0.632009501262584,0.817032062704413,0.676318711361697
2005,VE,26668784,NaN,23.9296016693115,NaN,31.8217678070068,NaN,0.636239061667271,0.810097037841018,0.676097898409221
2006,VE,27102080,NaN,20.9982662200928,NaN,30.5659084320068,NaN,0.616720745653677,0.829658320632404,0.671932017645632
2007,VE,27525096,NaN,21.5764293670654,NaN,31.5394229888916,NaN,0.622211626481082,0.83659490729741,0.678280216622389
2008,VE,27933832,NaN,22.9832553863525,NaN,30.9266338348389,NaN,0.631679194154884,0.825561986538105,0.675074425164086
2009,VE,28327892,NaN,21.8309764862061,NaN,29.3634433746338,NaN,0.622229511176243,0.803628433207706,0.666209283802417
2010,VE,28715022,NaN,22.3935794830322,NaN,28.7816829681396,NaN,0.627588120704497,0.795548764385813,0.664583886941897
2011,VE,29096160,NaN,20.7095146179199,NaN,27.6060390472412,NaN,0.615133634379636,0.801441047297203,0.65902251697748
2012,VE,29470426,NaN,19.7889099121094,NaN,26.400857925415,NaN,0.607136186642212,0.776982208381497,0.652166487080021
2013,VE,29838020,NaN,20.3227424621582,NaN,26.5685482025146,NaN,0.612522976564896,0.789371668536972,0.654622072684929
2014,VE,30193258,NaN,18.7538204193115,NaN,25.7754974365234,NaN,0.59842350007756,0.782063202316891,0.649789443438941
2015,VE,30529716,NaN,19.6737766265869,NaN,25.7250022888184,NaN,0.606828897440227,0.780080626073527,0.649301690881222
2016,VE,30741464,NaN,20.1099491119385,NaN,25.805700302124,NaN,0.611581113898501,0.77359431323643,0.650749696407543
2017,VE,30563432,NaN,19.7171134948731,NaN,25.8768920898438,NaN,0.607575595562886,0.764839847682794,0.650017836178345
2018,VE,29825652,NaN,19.4418830871582,NaN,25.9574165344238,NaN,0.605631161729139,0.760945661093359,0.650727764936963
2019,VE,28971684,NaN,19.3625659942627,NaN,25.3045253753662,NaN,0.604225697379905,0.762815549183443,0.645988420290308
2020,VE,28490452,NaN,26.0999526977539,NaN,29.403450012207,NaN,0.647781017300402,0.762811009654939,0.66429296993881
2021,VE,28199868,NaN,23.0512580871582,NaN,26.7551097869873,NaN,0.631255649509646,NaN,0.651272219287351
2022,VE,28301696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980,VG,11109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981,VG,11472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,VG,11889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983,VG,12315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984,VG,12753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985,VG,13202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986,VG,13656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987,VG,14117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988,VG,14593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989,VG,15091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990,VG,15617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991,VG,16090,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,VG,16476,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,VG,16855,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994,VG,17255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995,VG,17674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996,VG,18120,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997,VG,18591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998,VG,19079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999,VG,19586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000,VG,20104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001,VG,20657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2002,VG,21288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003,VG,21982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004,VG,22715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005,VG,23497,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,VG,24323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,VG,25191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008,VG,26115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009,VG,27044,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,VG,27556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011,VG,27962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,VG,28421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,VG,28657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014,VG,28971,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,VG,29366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,VG,29739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017,VG,30060,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,VG,30335,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,VG,30610,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020,VG,30910,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,VG,31122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,VG,31305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980,VI,96640,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1981,VI,98151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1982,VI,99398,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1983,VI,100543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1984,VI,101445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1985,VI,101912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1986,VI,101916,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1987,VI,101583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1988,VI,101112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1989,VI,100745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1990,VI,100685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1991,VI,100968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1992,VI,101535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1993,VI,102144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1994,VI,102641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1995,VI,103454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1996,VI,104631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1997,VI,105785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1998,VI,106868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1999,VI,107827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000,VI,108185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2001,VI,108006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2002,VI,107725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2003,VI,107288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2004,VI,106743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2005,VI,106481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2006,VI,106514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2007,VI,106507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2008,VI,106482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2009,VI,106467,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2010,VI,106142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2011,VI,105480,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2012,VI,104773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2013,VI,104058,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2014,VI,103383,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,VI,102803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2016,VI,102316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2017,VI,101851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2018,VI,101365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2019,VI,100826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2020,VI,100442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2021,VI,100091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2022,VI,99465,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
1980,VN,52968272,NaN,13.8428611755371,NaN,16.4683647155762,NaN,0.546691231509659,NaN,0.578893475995724
1981,VN,54280392,NaN,13.8437910079956,NaN,16.4683647155762,NaN,0.546703050510747,NaN,0.578893475995724
1982,VN,55632152,NaN,13.845814704895,NaN,16.4683647155762,NaN,0.546729553902754,NaN,0.578893475995724
1983,VN,57011444,NaN,13.847113609314,NaN,16.4683647155762,NaN,0.546745986711482,NaN,0.578893475995724
1984,VN,58406864,NaN,13.8492841720581,NaN,16.4683647155762,NaN,0.546774037905884,NaN,0.578893475995724
1985,VN,59811312,NaN,13.8500213623047,NaN,16.4683647155762,NaN,0.546782908509904,NaN,0.578893475995724
1986,VN,61221108,NaN,13.8491668701172,NaN,16.4683647155762,NaN,0.54677046943123,NaN,0.578893475995724
1987,VN,62630788,NaN,13.8488779067993,NaN,16.4683647155762,NaN,0.546765575670559,NaN,0.578893475995724
1988,VN,64037512,NaN,13.8495216369629,NaN,16.4683647155762,NaN,0.546773348791003,NaN,0.578893475995724
1989,VN,65466360,NaN,13.8514928817749,NaN,16.4683647155762,NaN,0.546798582931864,NaN,0.578893475995724
1990,VN,66912612,NaN,13.8517589569092,NaN,16.4683647155762,NaN,0.546800630777163,NaN,0.578893475995724
1991,VN,68358816,NaN,13.9800300598144,NaN,16.4683647155762,NaN,0.548649361557594,NaN,0.578893475995724
1992,VN,69788744,NaN,13.8994464874268,NaN,16.4683647155762,NaN,0.547523249185371,NaN,0.578893475995724
1993,VN,71176408,NaN,13.7767181396484,NaN,16.4860725402832,NaN,0.545768221742311,NaN,0.579176348081706
1994,VN,72501088,NaN,13.8785676956177,NaN,16.6144695281982,NaN,0.547145157661134,NaN,0.580555522948348
1995,VN,73759112,NaN,13.817120552063,64.519416809082,16.6574687957764,NaN,0.546202213658038,0.744222599164999,0.581066459394918
1996,VN,74946448,NaN,13.6637887954712,64.6136093139648,16.6196994781494,NaN,0.54416645664692,0.744327406958888,0.580763632963954
1997,VN,76058600,NaN,13.7168941497803,64.8144607543945,16.632116317749,NaN,0.544947740617676,0.744424745340467,0.580953387861747
1998,VN,77128424,NaN,13.8844718933106,64.9508743286133,16.6229515075684,NaN,0.547458065999841,0.744740225074565,0.580862753839849
1999,VN,78123712,NaN,14.3085222244263,65.4743270874023,16.9432373046875,NaN,0.552879528332372,0.746007523547007,0.583795981919309
2000,VN,79001144,NaN,14.50501537323,65.7787322998047,17.7173957824707,NaN,0.554795948126433,0.746781817680983,0.590858895549502
2001,VN,79817776,NaN,14.23694896698,66.3822402954102,18.270902633667,NaN,0.550791909604317,0.747743105244041,0.595570561057841
2002,VN,80642304,NaN,14.4668321609497,66.5415802001953,18.4488029479981,NaN,0.553675944680659,0.748125439880198,0.59690964355206
2003,VN,81475824,NaN,13.7357444763184,65.5054931640625,17.9173469543457,NaN,0.543756031993198,0.746029915795447,0.591620076099517
2004,VN,82311224,NaN,13.5260419845581,64.4539794921875,17.7659282684326,NaN,0.540843049239029,0.744239746124748,0.589724949260823
2005,VN,83142096,NaN,12.6682748794556,62.8451919555664,16.7817039489746,NaN,0.528844141629641,0.741169635968816,0.580284527533447
2006,VN,83951800,NaN,11.7117586135864,61.9801406860352,15.838508605957,NaN,0.514343268521269,0.739499500183271,0.570558638142924
2007,VN,84762272,NaN,11.8061494827271,62.1146087646484,15.8959655761719,NaN,0.515756640607108,0.739616739141482,0.57155511159209
2008,VN,85597240,NaN,11.7584037780762,62.3829803466797,15.9696617126465,NaN,0.51510584562693,0.740042481058467,0.572693919955789
2009,VN,86482920,NaN,13.426703453064,65.1089935302734,17.6900882720947,NaN,0.540043219900554,0.745202143114255,0.590605068845093
2010,VN,87411008,NaN,13.8908853530884,67.7536392211914,19.1585083007812,NaN,0.546569922488864,0.750629383980311,0.604403364983114
2011,VN,88349120,NaN,12.6348323822022,64.4261779785156,17.1515331268311,NaN,0.528813009883525,0.744169848680514,0.585369083068329
2012,VN,89301328,NaN,11.5841913223267,62.008186340332,15.4350061416626,NaN,0.512739951788923,0.739560232744978,0.566904617882201
2013,VN,90267736,NaN,11.2457160949707,61.8238334655762,15.0034112930298,NaN,0.507149573673289,0.738987830906183,0.562156135696654
2014,VN,91235504,NaN,11.466796875,61.266544342041,14.7569055557251,NaN,0.511136437135999,0.737574846688503,0.559360066147782
2015,VN,92191400,NaN,11.374002456665,61.4540023803711,14.8838043212891,NaN,0.509506603620292,0.738099312376789,0.56089807153829
2016,VN,93126528,NaN,11.1199312210083,61.7636756896973,15.0702228546143,NaN,0.505117307500203,0.73873399431838,0.563083115009604
2017,VN,94033048,NaN,11.0085287094116,62.1601181030273,15.0272989273071,NaN,0.503078719935328,0.739953693923582,0.562524532555265
2018,VN,94914328,NaN,10.8910446166992,63.5655174255371,14.951153755188,NaN,0.501074226997407,0.743120489720212,0.561584349740198
2019,VN,95776720,NaN,10.8232955932617,63.9765014648438,14.9511547088623,NaN,0.499828195746254,0.744038540685722,0.561584439932968
