year,country,p0p1,p0p10,p0p50,p90p100,p999p100,p99p100
2021,GQ,0,0.0017,0.1163,0.5139,0.0528,0.1737
2022,GQ,0,0.0017,0.1163,0.5139,0.0528,0.1737
1980,GR,0,0.0035,0.1974,0.3745,0.0312,0.1098
1981,GR,0,0.0033,0.1872,0.3875,0.0315,0.1118
1982,GR,0,0.0033,0.1877,0.3786,0.0305,0.1066
1983,GR,0,0.0035,0.1974,0.3686,0.0258,0.0997
1984,GR,0,0.0035,0.1982,0.3621,0.028,0.0996
1985,GR,0,0.0033,0.1907,0.368,0.0311,0.1031
1986,GR,0,0.0034,0.1959,0.3487,0.0398,0.1035
1987,GR,0,0.0035,0.2008,0.3492,0.0356,0.1022
1988,GR,0,0.0033,0.2096,0.3378,0.0371,0.1004
1989,GR,0,0.0035,0.211,0.3329,0.0345,0.0994
1990,GR,0,0.0034,0.2095,0.3412,0.0348,0.1013
1991,GR,0,0.0035,0.2082,0.3395,0.0354,0.1028
1992,GR,0,0.0032,0.207,0.3375,0.0333,0.1011
1993,GR,0,0.0029,0.1915,0.3488,0.0374,0.1034
1994,GR,0,0.0026,0.1806,0.3625,0.0337,0.1063
1995,GR,0,0.0029,0.1861,0.365,0.0348,0.1071
1996,GR,0,0.0029,0.1862,0.3714,0.0362,0.1107
1997,GR,0,0.0025,0.1714,0.3911,0.0476,0.1276
1998,GR,0,0.0024,0.1663,0.4002,0.0527,0.1361
1999,GR,0,0.0023,0.1665,0.4093,0.0564,0.1442
2000,GR,0,0.0023,0.1655,0.4163,0.0512,0.1402
2001,GR,0,0.0024,0.1687,0.4136,0.0502,0.1379
2002,GR,0,0.0024,0.1747,0.392,0.0398,0.1211
2003,GR,0,0.0026,0.1881,0.375,0.0407,0.1191
2004,GR,0,0.0027,0.1815,0.3825,0.0464,0.1272
2005,GR,0,0.0022,0.1781,0.3805,0.0444,0.1247
2006,GR,0,0.0028,0.1808,0.369,0.0444,0.1228
2007,GR,0,0.0023,0.1855,0.3576,0.0402,0.1148
2008,GR,0,0.0023,0.1984,0.3309,0.0276,0.0927
2009,GR,0,0.0018,0.1988,0.326,0.0247,0.0892
2010,GR,0,0.0019,0.1925,0.3408,0.0252,0.0942
2011,GR,0,0.0009,0.1947,0.3169,0.0172,0.0757
2012,GR,0,0.0011,0.1946,0.3203,0.0214,0.0818
2013,GR,0,0.0017,0.1967,0.3374,0.0397,0.1087
2014,GR,0,0.0009,0.1844,0.3611,0.0578,0.135
2015,GR,0,0.0008,0.1857,0.3583,0.0564,0.1324
2016,GR,0,0.001,0.1931,0.346,0.0476,0.1204
2017,GR,0,0.0013,0.1991,0.3429,0.0461,0.1191
2018,GR,0,0.0019,0.208,0.3329,0.0505,0.12
2019,GR,0,0.002,0.2106,0.3275,0.0442,0.1117
2020,GR,0,0.0021,0.2124,0.3236,0.0421,0.1082
2021,GR,0,0.002,0.2043,0.3513,0.0643,0.1397
2022,GR,0,0.002,0.2047,0.35,0.0634,0.1384
1980,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1981,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1982,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1983,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1984,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1985,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1986,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1987,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1988,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1989,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1990,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1991,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1992,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1993,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1994,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1995,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1996,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1997,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1998,GT,0,0.0001,0.085,0.5496,0.042,0.1893
1999,GT,0,0.0001,0.085,0.5496,0.042,0.1893
2000,GT,0,0.0001,0.085,0.5496,0.042,0.1893
2001,GT,0,0.0001,0.0812,0.56,0.0467,0.1967
2002,GT,0,0,0.0815,0.56,0.045,0.1925
2003,GT,0,0,0.085,0.5617,0.0507,0.2045
2004,GT,0,0.0001,0.0879,0.5563,0.0493,0.2007
2005,GT,0,0.0001,0.0872,0.555,0.0468,0.1922
2006,GT,0,0.0002,0.0904,0.5525,0.0488,0.1939
2007,GT,0,0.0002,0.0892,0.5626,0.06,0.2096
2008,GT,0,0.0003,0.0904,0.5593,0.052,0.2025
2009,GT,0,0.0004,0.0931,0.5468,0.0481,0.1906
2010,GT,0,0.0005,0.0948,0.5459,0.0523,0.1974
2011,GT,0,0.0005,0.0979,0.5405,0.0517,0.1981
2012,GT,0,0.0005,0.1007,0.5316,0.0566,0.1955
2013,GT,0,0.0006,0.1012,0.5379,0.0531,0.2038
2014,GT,0,0.0005,0.1028,0.5298,0.0596,0.2044
2015,GT,0,0.0005,0.1032,0.5311,0.0525,0.1947
2016,GT,0,0.0004,0.1034,0.5337,0.0544,0.1992
2017,GT,0,0.0004,0.1028,0.5323,0.046,0.1898
2018,GT,0,0.0003,0.1025,0.5323,0.0507,0.1962
2019,GT,0,0.0003,0.1036,0.5244,0.0485,0.1877
2020,GT,0,0.0003,0.0916,0.5385,0.0558,0.1977
2021,GT,0,0.0001,0.0979,0.5241,0.0466,0.1872
2022,GT,0,0.0001,0.0979,0.5241,0.0466,0.1872
1980,GW,0,0.0009,0.0755,0.5951,0.0843,0.236
1981,GW,0,0.0009,0.0755,0.5951,0.0843,0.236
1982,GW,0,0.0009,0.0755,0.5951,0.0843,0.236
1983,GW,0,0.0009,0.0755,0.5951,0.0843,0.236
1984,GW,0,0.0009,0.0755,0.5951,0.0843,0.236
1985,GW,0,0.0009,0.0755,0.5951,0.0843,0.236
1986,GW,0,0.0009,0.0755,0.5951,0.0843,0.236
1987,GW,0,0.0009,0.0755,0.5951,0.0843,0.236
1988,GW,0,0.0009,0.0755,0.5951,0.0843,0.236
1989,GW,0,0.0009,0.0755,0.5951,0.0843,0.236
1990,GW,0,0.0009,0.0755,0.5951,0.0843,0.236
1991,GW,0,0.0009,0.0755,0.5951,0.0843,0.236
1992,GW,0,0.0014,0.0964,0.5603,0.0752,0.2164
1993,GW,0,0.0018,0.1174,0.5252,0.0661,0.1965
1994,GW,0,0.0019,0.1213,0.5168,0.0633,0.1905
1995,GW,0,0.002,0.1252,0.5084,0.0605,0.1845
1996,GW,0,0.002,0.1292,0.4999,0.0577,0.1784
1997,GW,0,0.0021,0.1331,0.4914,0.055,0.1724
1998,GW,0,0.0022,0.1371,0.483,0.0522,0.1663
1999,GW,0,0.0023,0.141,0.4745,0.0495,0.1603
2000,GW,0,0.0023,0.145,0.466,0.0467,0.1542
2001,GW,0,0.0024,0.1489,0.4575,0.044,0.1481
2002,GW,0,0.0025,0.1529,0.449,0.0413,0.142
2003,GW,0,0.0023,0.1457,0.4682,0.0367,0.1457
2004,GW,0,0.0022,0.1386,0.4873,0.0329,0.1493
2005,GW,0,0.0021,0.1314,0.5064,0.0298,0.1529
2006,GW,0,0.002,0.1243,0.5254,0.0272,0.1565
2007,GW,0,0.0018,0.1172,0.5445,0.025,0.1601
2008,GW,0,0.0017,0.1101,0.5635,0.0231,0.1636
2009,GW,0,0.0016,0.103,0.5824,0.0215,0.1672
2010,GW,0,0.0015,0.0959,0.6013,0.0201,0.1708
2011,GW,0,0.0016,0.1032,0.5814,0.0205,0.1645
2012,GW,0,0.0017,0.1104,0.5615,0.0209,0.1581
2013,GW,0,0.0019,0.1177,0.5415,0.0215,0.1517
2014,GW,0,0.002,0.125,0.5215,0.0222,0.1453
2015,GW,0,0.0021,0.1323,0.5014,0.0231,0.1389
2016,GW,0,0.0023,0.1396,0.4813,0.0242,0.1325
2017,GW,0,0.0024,0.147,0.4611,0.0256,0.1261
2018,GW,0,0.0026,0.1543,0.4409,0.0274,0.1196
2019,GW,0,0.0026,0.1543,0.4409,0.0274,0.1196
2020,GW,0,0.0026,0.1543,0.4409,0.0274,0.1196
2021,GW,0,0.0026,0.1543,0.4409,0.0274,0.1196
2022,GW,0,0.0026,0.1543,0.4409,0.0274,0.1196
1980,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1981,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1982,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1983,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1984,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1985,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1986,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1987,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1988,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1989,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1990,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1991,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1992,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1993,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1994,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1995,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1996,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1997,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1998,GY,0,0.0001,0.085,0.5496,0.042,0.1893
1999,GY,0,0.0001,0.085,0.5496,0.042,0.1893
2000,GY,0,0.0001,0.085,0.5496,0.042,0.1893
2001,GY,0,0.0001,0.0812,0.56,0.0467,0.1967
2002,GY,0,0,0.0815,0.56,0.045,0.1925
2003,GY,0,0,0.085,0.5617,0.0507,0.2045
2004,GY,0,0.0001,0.0879,0.5563,0.0493,0.2007
2005,GY,0,0.0001,0.0872,0.555,0.0468,0.1922
2006,GY,0,0.0002,0.0904,0.5525,0.0488,0.1939
2007,GY,0,0.0002,0.0892,0.5626,0.06,0.2096
2008,GY,0,0.0003,0.0904,0.5593,0.052,0.2025
2009,GY,0,0.0004,0.0931,0.5468,0.0481,0.1906
2010,GY,0,0.0005,0.0948,0.5459,0.0523,0.1974
2011,GY,0,0.0005,0.0979,0.5405,0.0517,0.1981
2012,GY,0,0.0005,0.1007,0.5316,0.0566,0.1955
2013,GY,0,0.0006,0.1012,0.5379,0.0531,0.2038
2014,GY,0,0.0005,0.1028,0.5298,0.0596,0.2044
2015,GY,0,0.0005,0.1032,0.5311,0.0525,0.1947
2016,GY,0,0.0004,0.1034,0.5337,0.0544,0.1992
2017,GY,0,0.0004,0.1028,0.5323,0.046,0.1898
2018,GY,0,0.0003,0.1025,0.5323,0.0507,0.1962
2019,GY,0,0.0003,0.1036,0.5244,0.0485,0.1877
2020,GY,0,0.0003,0.0916,0.5385,0.0558,0.1977
2021,GY,0,0.0001,0.0979,0.5241,0.0466,0.1872
2022,GY,0,0.0001,0.0979,0.5241,0.0466,0.1872
1980,HK,0,0.0034,0.1775,0.4197,0.0455,0.1333
1981,HK,0,0.0034,0.1775,0.4197,0.0455,0.1333
1982,HK,0,0.0034,0.1796,0.4233,0.0473,0.1379
1983,HK,0,0.0035,0.1813,0.4263,0.0489,0.1418
1984,HK,0,0.0035,0.1828,0.429,0.0502,0.1452
1985,HK,0,0.0035,0.1841,0.4312,0.0514,0.1481
1986,HK,0,0.0036,0.1852,0.4332,0.0524,0.1507
1987,HK,0,0.0033,0.1776,0.4409,0.0514,0.1563
1988,HK,0,0.0032,0.1724,0.446,0.0506,0.1602
1989,HK,0,0.0031,0.1687,0.4498,0.0501,0.1629
1990,HK,0,0.003,0.1658,0.4526,0.0497,0.165
1991,HK,0,0.003,0.1636,0.4548,0.0494,0.1667
1992,HK,0,0.0029,0.1648,0.4448,0.0491,0.16
1993,HK,0,0.0029,0.1658,0.4369,0.0488,0.1547
1994,HK,0,0.0029,0.1665,0.4304,0.0485,0.1504
1995,HK,0,0.0029,0.1672,0.4251,0.0483,0.1469
1996,HK,0,0.0028,0.1677,0.4206,0.0481,0.1439
1997,HK,0,0.0027,0.1645,0.4252,0.0507,0.148
1998,HK,0,0.0026,0.1615,0.4296,0.0532,0.1521
1999,HK,0,0.0026,0.1585,0.4339,0.0556,0.156
2000,HK,0,0.0025,0.1556,0.438,0.058,0.1598
2001,HK,0,0.0024,0.1528,0.4421,0.0603,0.1634
2002,HK,0,0.0023,0.1474,0.4547,0.064,0.1756
2003,HK,0,0.0022,0.1423,0.4664,0.0675,0.187
2004,HK,0,0.0022,0.1375,0.4774,0.0707,0.1977
2005,HK,0,0.0021,0.1331,0.4877,0.0737,0.2077
2006,HK,0,0.0021,0.1289,0.4974,0.0766,0.2171
2007,HK,0,0.002,0.1284,0.4968,0.0729,0.2136
2008,HK,0,0.002,0.128,0.4962,0.0693,0.2103
2009,HK,0,0.002,0.1276,0.4957,0.066,0.2071
2010,HK,0,0.002,0.1273,0.4952,0.0629,0.2042
2011,HK,0,0.002,0.1269,0.4947,0.0599,0.2014
2012,HK,0,0.002,0.1289,0.492,0.0572,0.1965
2013,HK,0,0.002,0.1307,0.4893,0.0546,0.1917
2014,HK,0,0.0021,0.1325,0.4867,0.0521,0.1872
2015,HK,0,0.0021,0.1342,0.4842,0.0497,0.1828
2016,HK,0,0.0021,0.1359,0.4818,0.0474,0.1785
2017,HK,0,0.0021,0.1359,0.4818,0.0474,0.1785
2018,HK,0,0.0021,0.1359,0.4818,0.0474,0.1785
2019,HK,0,0.0021,0.1359,0.4818,0.0474,0.1785
2020,HK,0,0.0021,0.1359,0.4818,0.0474,0.1785
2021,HK,0,0.0021,0.1359,0.4818,0.0474,0.1785
2022,HK,0,0.0021,0.1359,0.4818,0.0474,0.1785
1980,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1981,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1982,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1983,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1984,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1985,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1986,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1987,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1988,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1989,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1990,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1991,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1992,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1993,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1994,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1995,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1996,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1997,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1998,HN,0,0.0001,0.085,0.5496,0.042,0.1893
1999,HN,0,0.0001,0.085,0.5496,0.042,0.1893
2000,HN,0,0.0001,0.085,0.5496,0.042,0.1893
2001,HN,0,0.0001,0.0812,0.56,0.0467,0.1967
2002,HN,0,0,0.0815,0.56,0.045,0.1925
2003,HN,0,0,0.085,0.5617,0.0507,0.2045
2004,HN,0,0.0001,0.0879,0.5563,0.0493,0.2007
2005,HN,0,0.0001,0.0872,0.555,0.0468,0.1922
2006,HN,0,0.0002,0.0904,0.5525,0.0488,0.1939
2007,HN,0,0.0002,0.0892,0.5626,0.06,0.2096
2008,HN,0,0.0003,0.0904,0.5593,0.052,0.2025
2009,HN,0,0.0004,0.0931,0.5468,0.0481,0.1906
2010,HN,0,0.0005,0.0948,0.5459,0.0523,0.1974
2011,HN,0,0.0005,0.0979,0.5405,0.0517,0.1981
2012,HN,0,0.0005,0.1007,0.5316,0.0566,0.1955
2013,HN,0,0.0006,0.1012,0.5379,0.0531,0.2038
2014,HN,0,0.0005,0.1028,0.5298,0.0596,0.2044
2015,HN,0,0.0005,0.1032,0.5311,0.0525,0.1947
2016,HN,0,0.0004,0.1034,0.5337,0.0544,0.1992
2017,HN,0,0.0004,0.1028,0.5323,0.046,0.1898
2018,HN,0,0.0003,0.1025,0.5323,0.0507,0.1962
2019,HN,0,0.0003,0.1036,0.5244,0.0485,0.1877
2020,HN,0,0.0003,0.0916,0.5385,0.0558,0.1977
2021,HN,0,0.0001,0.0979,0.5241,0.0466,0.1872
2022,HN,0,0.0001,0.0979,0.5241,0.0466,0.1872
1980,HR,0,0.0042,0.2331,0.2651,0.0054,0.0392
1981,HR,0,0.0042,0.2331,0.2651,0.0054,0.0392
1982,HR,0,0.0042,0.2331,0.2651,0.0054,0.0392
1983,HR,0,0.0042,0.2331,0.2651,0.0054,0.0392
1984,HR,0,0.0041,0.2257,0.2665,0.0054,0.0393
1985,HR,0,0.0041,0.2242,0.2686,0.0053,0.0394
1986,HR,0,0.0039,0.22,0.2685,0.0055,0.0397
1987,HR,0,0.0042,0.2299,0.2553,0.0051,0.0375
1988,HR,0,0.0039,0.2248,0.2555,0.0051,0.0375
1989,HR,0,0.0019,0.2174,0.2878,0.0052,0.0413
1990,HR,0,0.0036,0.2102,0.291,0.0064,0.0448
1991,HR,0,0.0037,0.2049,0.2924,0.0073,0.048
1992,HR,0,0.0037,0.2052,0.2988,0.0087,0.0524
1993,HR,0,0.0037,0.2037,0.3031,0.0108,0.0573
1994,HR,0,0.0034,0.2052,0.306,0.0121,0.061
1995,HR,0,0.0036,0.2027,0.312,0.0136,0.0656
1996,HR,0,0.0036,0.2023,0.3134,0.0134,0.0659
1997,HR,0,0.0036,0.2012,0.3187,0.0144,0.0695
1998,HR,0,0.0043,0.2223,0.3268,0.0146,0.07
1999,HR,0,0.0043,0.2202,0.3323,0.0172,0.0735
2000,HR,0,0.0044,0.2281,0.3216,0.0149,0.0712
2001,HR,0,0.004,0.2157,0.323,0.0153,0.0724
2002,HR,0,0.004,0.2201,0.3131,0.0171,0.0741
2003,HR,0,0.004,0.2202,0.3085,0.0162,0.0726
2004,HR,0,0.004,0.2181,0.3159,0.0185,0.0774
2005,HR,0,0.0034,0.2002,0.3259,0.0226,0.0857
2006,HR,0,0.0033,0.2,0.3277,0.0247,0.0895
2007,HR,0,0.0032,0.193,0.3375,0.0279,0.0958
2008,HR,0,0.0034,0.2019,0.3353,0.0288,0.0963
2009,HR,0,0.003,0.1972,0.3199,0.0231,0.0838
2010,HR,0,0.0029,0.193,0.329,0.0244,0.0897
2011,HR,0,0.0028,0.1907,0.3368,0.0255,0.0945
2012,HR,0,0.0028,0.1904,0.3348,0.0247,0.0917
2013,HR,0,0.003,0.1972,0.3361,0.0276,0.0965
2014,HR,0,0.003,0.1926,0.3415,0.0288,0.099
2015,HR,0,0.003,0.1934,0.3424,0.0329,0.1056
2016,HR,0,0.003,0.1966,0.3299,0.0255,0.0923
2017,HR,0,0.003,0.1937,0.3298,0.0301,0.0977
2018,HR,0,0.0031,0.1932,0.3424,0.0268,0.0975
2019,HR,0,0.003,0.1918,0.3587,0.025,0.1016
2020,HR,0,0.003,0.1924,0.3572,0.0243,0.1003
2021,HR,0,0.0029,0.1904,0.321,0.0251,0.0873
2022,HR,0,0.003,0.1907,0.3204,0.0247,0.0866
1980,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1981,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1982,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1983,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1984,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1985,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1986,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1987,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1988,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1989,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1990,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1991,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1992,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1993,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1994,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1995,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1996,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1997,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1998,HT,0,0.0001,0.085,0.5496,0.042,0.1893
1999,HT,0,0.0001,0.085,0.5496,0.042,0.1893
2000,HT,0,0.0001,0.085,0.5496,0.042,0.1893
2001,HT,0,0.0001,0.0812,0.56,0.0467,0.1967
2002,HT,0,0,0.0815,0.56,0.045,0.1925
2003,HT,0,0,0.085,0.5617,0.0507,0.2045
2004,HT,0,0.0001,0.0879,0.5563,0.0493,0.2007
2005,HT,0,0.0001,0.0872,0.555,0.0468,0.1922
2006,HT,0,0.0002,0.0904,0.5525,0.0488,0.1939
2007,HT,0,0.0002,0.0892,0.5626,0.06,0.2096
2008,HT,0,0.0003,0.0904,0.5593,0.052,0.2025
2009,HT,0,0.0004,0.0931,0.5468,0.0481,0.1906
2010,HT,0,0.0005,0.0948,0.5459,0.0523,0.1974
2011,HT,0,0.0005,0.0979,0.5405,0.0517,0.1981
2012,HT,0,0.0005,0.1007,0.5316,0.0566,0.1955
2013,HT,0,0.0006,0.1012,0.5379,0.0531,0.2038
2014,HT,0,0.0005,0.1028,0.5298,0.0596,0.2044
2015,HT,0,0.0005,0.1032,0.5311,0.0525,0.1947
2016,HT,0,0.0004,0.1034,0.5337,0.0544,0.1992
2017,HT,0,0.0004,0.1028,0.5323,0.046,0.1898
2018,HT,0,0.0003,0.1025,0.5323,0.0507,0.1962
2019,HT,0,0.0003,0.1036,0.5244,0.0485,0.1877
2020,HT,0,0.0003,0.0916,0.5385,0.0558,0.1977
2021,HT,0,0.0001,0.0979,0.5241,0.0466,0.1872
2022,HT,0,0.0001,0.0979,0.5241,0.0466,0.1872
1980,HU,0,0.0064,0.3175,0.1849,0.0045,0.0296
1981,HU,0,0.0067,0.3279,0.1838,0.0043,0.0292
1982,HU,0,0.0068,0.3309,0.1823,0.0042,0.0289
1983,HU,0,0.0071,0.3436,0.176,0.0045,0.0287
1984,HU,0,0.0074,0.3588,0.1691,0.0047,0.0284
1985,HU,0,0.0073,0.3562,0.1714,0.005,0.0293
1986,HU,0,0.0072,0.3536,0.1733,0.0052,0.0302
1987,HU,0,0.0069,0.3473,0.1821,0.0065,0.0345
1988,HU,0,0.0068,0.3362,0.1935,0.0078,0.0393
1989,HU,0,0.0064,0.3163,0.215,0.0105,0.0477
1990,HU,0,0.0062,0.301,0.2354,0.0129,0.0557
1991,HU,0,0.0062,0.2952,0.2563,0.0146,0.0631
1992,HU,0,0.0061,0.2906,0.2773,0.0177,0.0717
1993,HU,0,0.0059,0.2871,0.2796,0.0192,0.0747
1994,HU,0,0.006,0.2888,0.2843,0.0187,0.075
1995,HU,0,0.0064,0.3049,0.2768,0.0216,0.0779
1996,HU,0,0.0066,0.3092,0.2818,0.0251,0.0848
1997,HU,0,0.0065,0.3022,0.2963,0.0238,0.0872
1998,HU,0,0.0062,0.2936,0.3006,0.0248,0.0902
1999,HU,0,0.0062,0.2894,0.3126,0.0261,0.0939
2000,HU,0,0.0057,0.2653,0.3084,0.0301,0.0977
2001,HU,0,0.0062,0.2927,0.3289,0.0271,0.1016
2002,HU,0,0.0059,0.2765,0.3466,0.0282,0.1057
2003,HU,0,0.0057,0.2663,0.3458,0.027,0.1033
2004,HU,0,0.0057,0.2637,0.3373,0.0267,0.1013
2005,HU,0,0.0065,0.2965,0.3609,0.0322,0.1162
2006,HU,0,0.0045,0.2115,0.3661,0.033,0.1168
2007,HU,0,0.0001,0.1617,0.3556,0.0304,0.1097
2008,HU,0,0.0004,0.1781,0.3487,0.0277,0.1046
2009,HU,0,0.0004,0.1812,0.3335,0.0268,0.1006
2010,HU,0,0.0041,0.2304,0.337,0.0379,0.1146
2011,HU,0,0.0041,0.2332,0.3287,0.0363,0.11
2012,HU,0,0.0041,0.2365,0.3196,0.0332,0.1037
2013,HU,0,0.004,0.231,0.3337,0.0406,0.1167
2014,HU,0,0.0039,0.2302,0.3291,0.0415,0.1162
2015,HU,0,0.0039,0.2302,0.3288,0.0421,0.1164
2016,HU,0,0.004,0.2321,0.3306,0.045,0.1203
2017,HU,0,0.0039,0.2317,0.3299,0.0388,0.1137
2018,HU,0,0.0036,0.2245,0.3248,0.0368,0.1097
2019,HU,0,0.0037,0.2236,0.3289,0.0397,0.1143
2020,HU,0,0.0037,0.2254,0.325,0.0378,0.1109
2021,HU,0,0.0034,0.2134,0.3356,0.032,0.1039
2022,HU,0,0.0034,0.2136,0.335,0.0318,0.1035
1980,ID,0,0.0027,0.1646,0.4124,0.0496,0.1479
1981,ID,0,0.0027,0.1646,0.4124,0.0496,0.1479
1982,ID,0,0.0027,0.1646,0.4124,0.0496,0.1479
1983,ID,0,0.0027,0.1646,0.4124,0.0496,0.1479
1984,ID,0,0.0027,0.1646,0.4124,0.0496,0.1479
1985,ID,0,0.0026,0.159,0.4225,0.0526,0.1547
1986,ID,0,0.0025,0.1539,0.4317,0.0553,0.1609
1987,ID,0,0.0024,0.1493,0.4402,0.0578,0.1666
1988,ID,0,0.0024,0.1472,0.443,0.0526,0.1603
1989,ID,0,0.0023,0.1454,0.4455,0.0481,0.1548
1990,ID,0,0.0023,0.1438,0.4477,0.044,0.15
1991,ID,0,0.0023,0.1419,0.4535,0.051,0.1604
1992,ID,0,0.0023,0.1404,0.4584,0.0568,0.1692
1993,ID,0,0.0023,0.139,0.4626,0.0618,0.1766
1994,ID,0,0.0022,0.1351,0.4706,0.066,0.1842
1995,ID,0,0.0021,0.1321,0.4771,0.0693,0.1902
1996,ID,0,0.0021,0.1299,0.4823,0.0718,0.1951
1997,ID,0,0.0025,0.1528,0.4405,0.0605,0.1688
1998,ID,0,0.0031,0.178,0.3946,0.0481,0.1399
1999,ID,0,0.0031,0.1818,0.3874,0.0465,0.1358
2000,ID,0,0.0031,0.1801,0.3884,0.0473,0.137
2001,ID,0,0.003,0.1752,0.3986,0.0525,0.1467
2002,ID,0,0.003,0.1735,0.3974,0.0501,0.1429
2003,ID,0,0.0029,0.1719,0.396,0.0475,0.1388
2004,ID,0,0.0028,0.1649,0.4121,0.0544,0.1517
2005,ID,0,0.0027,0.1604,0.4241,0.0596,0.1612
2006,ID,0,0.0028,0.1655,0.4177,0.0535,0.154
2007,ID,0,0.0027,0.1587,0.4244,0.0567,0.1584
2008,ID,0,0.0021,0.1342,0.4654,0.0638,0.1812
2009,ID,0,0.0021,0.1299,0.4788,0.0788,0.2015
2010,ID,0,0.0025,0.1491,0.4296,0.0601,0.1636
2011,ID,0,0.0024,0.1428,0.4484,0.0649,0.1756
2012,ID,0,0.0025,0.1479,0.4429,0.0659,0.1748
2013,ID,0,0.0026,0.1518,0.4354,0.0635,0.1703
2014,ID,0,0.0025,0.1514,0.4343,0.0642,0.1706
2015,ID,0,0.0024,0.1475,0.4497,0.0668,0.1808
2016,ID,0,0.0025,0.1514,0.4315,0.0544,0.1582
2017,ID,0,0.0025,0.1535,0.4173,0.0557,0.1553
2018,ID,0,0.0019,0.1245,0.4686,0.0628,0.1785
2019,ID,0,0.0019,0.1245,0.4686,0.0628,0.1785
2020,ID,0,0.0019,0.1245,0.4686,0.0628,0.1785
2021,ID,0,0.0027,0.1646,0.4124,0.0496,0.1479
2022,ID,0,0.0027,0.1646,0.4124,0.0496,0.1479
1980,IE,0,0.0038,0.2275,0.3183,0.0339,0.1021
