year,country,p0p1,p0p10,p0p50,p90p100,p999p100,p99p100
2015,SA,0,0.0016,0.1046,0.5455,0.0732,0.2115
2016,SA,0,0.0017,0.1058,0.545,0.073,0.2109
2017,SA,0,0.0017,0.1069,0.5445,0.0728,0.2103
2018,SA,0,0.0017,0.108,0.5441,0.0726,0.2098
2019,SA,0,0.0017,0.108,0.5441,0.0726,0.2098
2020,SA,0,0.0017,0.108,0.5441,0.0726,0.2098
2021,SA,0,0.0017,0.108,0.5441,0.0726,0.2098
2022,SA,0,0.0017,0.108,0.5441,0.0726,0.2098
1980,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1981,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1982,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1983,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1984,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1985,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1986,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1987,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1988,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1989,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1990,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1991,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1992,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1993,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1994,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1995,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1996,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1997,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1998,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
1999,SC,0,0.0019,0.1225,0.5271,0.086,0.2231
2000,SC,0,0.0019,0.1223,0.5262,0.0842,0.2206
2001,SC,0,0.0019,0.1222,0.5253,0.0825,0.2181
2002,SC,0,0.0019,0.122,0.5244,0.0807,0.2156
2003,SC,0,0.0019,0.1218,0.5235,0.079,0.2131
2004,SC,0,0.0019,0.1216,0.5227,0.0772,0.2106
2005,SC,0,0.0019,0.1215,0.5218,0.0755,0.2081
2006,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2007,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2008,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2009,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2010,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2011,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2012,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2013,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2014,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2015,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2016,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2017,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2018,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2019,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2020,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2021,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
2022,SC,0,0.0019,0.1213,0.5209,0.0738,0.2056
1980,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1981,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1982,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1983,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1984,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1985,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1986,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1987,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1988,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1989,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1990,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1991,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1992,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1993,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1994,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1995,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1996,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1997,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1998,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
1999,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
2000,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
2001,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
2002,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
2003,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
2004,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
2005,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
2006,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
2007,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
2008,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
2009,SD,0,0.0024,0.1554,0.4251,0.0252,0.113
2010,SD,0,0.0025,0.1559,0.4302,0.0295,0.1211
2011,SD,0,0.0025,0.1563,0.4352,0.0341,0.1292
2012,SD,0,0.0025,0.1568,0.4403,0.0388,0.1373
2013,SD,0,0.0026,0.1572,0.4453,0.0438,0.1454
2014,SD,0,0.0026,0.1577,0.4504,0.049,0.1536
2015,SD,0,0.0026,0.1577,0.4504,0.049,0.1536
2016,SD,0,0.0026,0.1577,0.4504,0.049,0.1536
2017,SD,0,0.0026,0.1577,0.4504,0.049,0.1536
2018,SD,0,0.0026,0.1577,0.4504,0.049,0.1536
2019,SD,0,0.0026,0.1577,0.4504,0.049,0.1536
2020,SD,0,0.0026,0.1577,0.4504,0.049,0.1536
2021,SD,0,0.0026,0.1577,0.4504,0.049,0.1536
2022,SD,0,0.0026,0.1577,0.4504,0.049,0.1536
1980,SE,0,0.0053,0.2949,0.2348,0.0248,0.0636
1981,SE,0,0.0056,0.2974,0.2351,0.0289,0.0666
1982,SE,0,0.0055,0.2943,0.2458,0.0374,0.0776
1983,SE,0,0.0055,0.2924,0.2492,0.0394,0.0805
1984,SE,0,0.0056,0.2897,0.2639,0.0482,0.0939
1985,SE,0,0.0057,0.2903,0.2654,0.0466,0.0927
1986,SE,0,0.0056,0.2945,0.26,0.0444,0.0895
1987,SE,0,0.0058,0.2881,0.2654,0.0419,0.0893
1988,SE,0,0.0057,0.2841,0.2716,0.0492,0.0972
1989,SE,0,0.0056,0.2916,0.2601,0.043,0.0886
1990,SE,0,0.0056,0.2974,0.2444,0.0289,0.0715
1991,SE,0,0.0053,0.2937,0.2494,0.0216,0.0667
1992,SE,0,0.0057,0.2964,0.2478,0.0194,0.0641
1993,SE,0,0.0056,0.289,0.258,0.0256,0.0728
1994,SE,0,0.0051,0.2791,0.2844,0.0424,0.0972
1995,SE,0,0.005,0.2745,0.2947,0.0505,0.1074
1996,SE,0,0.0051,0.2797,0.2833,0.041,0.0954
1997,SE,0,0.0048,0.2709,0.2943,0.048,0.1047
1998,SE,0,0.0047,0.2661,0.295,0.0478,0.1049
1999,SE,0,0.0047,0.264,0.2973,0.0483,0.1059
2000,SE,0,0.0052,0.2859,0.2712,0.0486,0.0977
2001,SE,0,0.0053,0.293,0.259,0.0339,0.0812
2002,SE,0,0.0054,0.288,0.2626,0.0402,0.0871
2003,SE,0,0.0052,0.2815,0.2733,0.0515,0.1021
2004,SE,0,0.0048,0.2648,0.2936,0.0462,0.1055
2005,SE,0,0.0043,0.2425,0.323,0.045,0.1145
2006,SE,0,0.0043,0.2393,0.3329,0.0531,0.1255
2007,SE,0,0.0042,0.2364,0.3251,0.0509,0.1199
2008,SE,0,0.0041,0.2379,0.3149,0.045,0.1101
2009,SE,0,0.0041,0.2381,0.3023,0.0349,0.0962
2010,SE,0,0.0039,0.2282,0.314,0.0444,0.1083
2011,SE,0,0.004,0.2319,0.3074,0.0414,0.1028
2012,SE,0,0.0043,0.2458,0.297,0.0355,0.0968
2013,SE,0,0.0043,0.2453,0.2965,0.0356,0.0963
2014,SE,0,0.0042,0.2411,0.2983,0.0363,0.0972
2015,SE,0,0.0041,0.2363,0.3067,0.0389,0.1022
2016,SE,0,0.0042,0.2439,0.2899,0.031,0.0892
2017,SE,0,0.0042,0.2416,0.2994,0.0361,0.0973
2018,SE,0,0.0042,0.2436,0.2925,0.0338,0.0929
2019,SE,0,0.0042,0.2395,0.3016,0.0385,0.1005
2020,SE,0,0.004,0.2327,0.3179,0.0469,0.1141
2021,SE,0,0.0038,0.2225,0.3365,0.06,0.1321
2022,SE,0,0.0038,0.2221,0.3375,0.0604,0.1328
1980,SG,0,0.0038,0.2114,0.3553,0.0288,0.1064
1981,SG,0,0.0038,0.2112,0.3561,0.0283,0.108
1982,SG,0,0.0037,0.207,0.3649,0.0298,0.1099
1983,SG,0,0.0038,0.211,0.356,0.0286,0.1065
1984,SG,0,0.0038,0.2132,0.3509,0.0282,0.1037
1985,SG,0,0.0036,0.2046,0.3696,0.0294,0.1086
1986,SG,0,0.0037,0.2073,0.3628,0.0265,0.1045
1987,SG,0,0.0035,0.1977,0.3853,0.0303,0.1145
1988,SG,0,0.0036,0.2052,0.3679,0.0285,0.1065
1989,SG,0,0.0036,0.2028,0.3743,0.0328,0.1115
1990,SG,0,0.0036,0.2013,0.3766,0.0312,0.1094
1991,SG,0,0.0037,0.2093,0.3584,0.0286,0.1009
1992,SG,0,0.0037,0.2111,0.3545,0.0297,0.1046
1993,SG,0,0.0038,0.2113,0.3541,0.0309,0.1072
1994,SG,0,0.0039,0.2203,0.336,0.0317,0.1022
1995,SG,0,0.0039,0.2205,0.3345,0.0319,0.1004
1996,SG,0,0.0036,0.2051,0.3511,0.0314,0.1016
1997,SG,0,0.0036,0.205,0.3516,0.0333,0.1048
1998,SG,0,0.0034,0.1967,0.3704,0.0358,0.1126
1999,SG,0,0.0032,0.1832,0.4055,0.043,0.1295
2000,SG,0,0.0031,0.1787,0.4199,0.0449,0.1344
2001,SG,0,0.0028,0.1635,0.464,0.048,0.1525
2002,SG,0,0.0029,0.1655,0.4615,0.0501,0.1525
2003,SG,0,0.003,0.1714,0.4471,0.0457,0.1443
2004,SG,0,0.0032,0.1808,0.425,0.0443,0.1381
2005,SG,0,0.0033,0.1869,0.4167,0.0446,0.1382
2006,SG,0,0.0032,0.1804,0.4296,0.0483,0.1445
2007,SG,0,0.0032,0.1834,0.4193,0.0506,0.1428
2008,SG,0,0.0029,0.1658,0.4674,0.0498,0.1535
2009,SG,0,0.003,0.1728,0.448,0.0407,0.1385
2010,SG,0,0.0031,0.1773,0.4336,0.0424,0.1359
2011,SG,0,0.003,0.1713,0.4512,0.0429,0.1404
2012,SG,0,0.003,0.1715,0.4497,0.0412,0.1376
2013,SG,0,0.003,0.1702,0.4526,0.0412,0.1376
2014,SG,0,0.0029,0.167,0.4617,0.0425,0.1421
2015,SG,0,0.0029,0.1667,0.4624,0.0425,0.1421
2016,SG,0,0.0029,0.1665,0.4628,0.0425,0.1421
2017,SG,0,0.0029,0.1665,0.4628,0.0425,0.1421
2018,SG,0,0.0029,0.1665,0.4628,0.0425,0.1421
2019,SG,0,0.0029,0.1665,0.4628,0.0425,0.1421
2020,SG,0,0.0041,0.2257,0.3289,0.0294,0.1027
2021,SG,0,0.0041,0.2257,0.3289,0.0294,0.1027
2022,SG,0,0.0041,0.2257,0.3289,0.0294,0.1027
1980,SI,0,0.0055,0.2973,0.2278,0.0091,0.0449
1981,SI,0,0.0055,0.2973,0.2278,0.0091,0.0449
1982,SI,0,0.0055,0.2973,0.2278,0.0091,0.0449
1983,SI,0,0.0055,0.2973,0.2278,0.0091,0.0449
1984,SI,0,0.0055,0.2973,0.2278,0.0091,0.0449
1985,SI,0,0.0055,0.2973,0.2278,0.0091,0.0449
1986,SI,0,0.0055,0.2973,0.2278,0.0091,0.0449
1987,SI,0,0.0055,0.2973,0.2278,0.0091,0.0449
1988,SI,0,0.0055,0.2973,0.2278,0.0091,0.0449
1989,SI,0,0.0055,0.2973,0.2278,0.0091,0.0449
1990,SI,0,0.0055,0.2973,0.2278,0.0091,0.0449
1991,SI,0,0.0055,0.2968,0.2284,0.009,0.045
1992,SI,0,0.0056,0.2869,0.2426,0.0109,0.0511
1993,SI,0,0.0044,0.2621,0.2721,0.0117,0.0577
1994,SI,0,0.0046,0.2695,0.2661,0.0138,0.0613
1995,SI,0,0.0039,0.251,0.2831,0.0144,0.0652
1996,SI,0,0.0011,0.2068,0.2896,0.0147,0.0672
1997,SI,0,0.0056,0.2705,0.3077,0.0171,0.0744
1998,SI,0,0.005,0.2541,0.3067,0.0195,0.0769
1999,SI,0,0.0055,0.2775,0.3169,0.02,0.0808
2000,SI,0,0.0054,0.271,0.3051,0.02,0.0772
2001,SI,0,0.0044,0.2535,0.3009,0.0172,0.0726
2002,SI,0,0.0045,0.2659,0.3066,0.0175,0.074
2003,SI,0,0.0037,0.2383,0.3165,0.0193,0.0788
2004,SI,0,0.0003,0.1403,0.3061,0.0201,0.0776
2005,SI,0,0.0038,0.2246,0.3014,0.016,0.0722
2006,SI,0,0.0041,0.2479,0.271,0.0166,0.0658
2007,SI,0,0.0043,0.2491,0.2746,0.0181,0.0687
2008,SI,0,0.0044,0.25,0.2736,0.0174,0.0679
2009,SI,0,0.0044,0.2555,0.2631,0.0135,0.0595
2010,SI,0,0.0038,0.2271,0.2968,0.0151,0.0688
2011,SI,0,0.0039,0.2317,0.2895,0.0151,0.0666
2012,SI,0,0.0036,0.226,0.2936,0.0147,0.0672
2013,SI,0,0.0036,0.2256,0.2924,0.0151,0.068
2014,SI,0,0.0036,0.2241,0.299,0.0179,0.0738
2015,SI,0,0.0037,0.2248,0.2918,0.0154,0.0685
2016,SI,0,0.0038,0.2246,0.2947,0.0166,0.0707
2017,SI,0,0.0041,0.2293,0.295,0.0185,0.0742
2018,SI,0,0.0041,0.2311,0.2964,0.0192,0.0755
2019,SI,0,0.004,0.2295,0.2944,0.0193,0.075
2020,SI,0,0.004,0.2275,0.2996,0.0215,0.0793
2021,SI,0,0.0038,0.2211,0.3065,0.0277,0.0875
2022,SI,0,0.0038,0.2212,0.3065,0.0277,0.0875
1980,SK,0,0.0049,0.2622,0.2291,0.0085,0.0424
1981,SK,0,0.0048,0.26,0.2262,0.0073,0.0395
1982,SK,0,0.0053,0.2753,0.2266,0.0077,0.0407
1983,SK,0,0.0054,0.2764,0.2254,0.0077,0.0405
1984,SK,0,0.0054,0.2772,0.225,0.0078,0.0404
1985,SK,0,0.0054,0.2781,0.2242,0.0075,0.0401
1986,SK,0,0.0054,0.2771,0.2259,0.0081,0.0414
1987,SK,0,0.0054,0.2756,0.2297,0.009,0.0438
1988,SK,0,0.0054,0.2731,0.2338,0.0096,0.0457
1989,SK,0,0.0053,0.2732,0.235,0.0101,0.0472
1990,SK,0,0.0053,0.2734,0.2362,0.0117,0.0503
1991,SK,0,0.0049,0.2593,0.2574,0.0169,0.0629
1992,SK,0,0.0052,0.2752,0.238,0.0155,0.0564
1993,SK,0,0.0049,0.2657,0.2458,0.0151,0.0569
1994,SK,0,0.0049,0.2622,0.2504,0.0204,0.0629
1995,SK,0,0.0046,0.2584,0.2516,0.0167,0.0595
1996,SK,0,0.0045,0.2563,0.2551,0.0164,0.0606
1997,SK,0,0.0045,0.2544,0.2592,0.0204,0.0657
1998,SK,0,0.0044,0.2482,0.2694,0.0208,0.0698
1999,SK,0,0.0044,0.2455,0.2791,0.0254,0.078
2000,SK,0,0.0043,0.2437,0.2789,0.0225,0.0743
2001,SK,0,0.0042,0.237,0.2951,0.0292,0.0876
2002,SK,0,0.0043,0.2357,0.2966,0.0294,0.0885
2003,SK,0,0.0043,0.2384,0.2898,0.0256,0.0816
2004,SK,0,0.0027,0.2233,0.3116,0.0391,0.1019
2005,SK,0,0.0041,0.2275,0.3079,0.0342,0.0967
2006,SK,0,0.0041,0.2263,0.3115,0.0338,0.0978
2007,SK,0,0.0042,0.228,0.3081,0.0308,0.0937
2008,SK,0,0.0046,0.2488,0.2939,0.03,0.0885
2009,SK,0,0.0031,0.2449,0.2837,0.031,0.0857
2010,SK,0,0.0042,0.234,0.3169,0.0459,0.1116
2011,SK,0,0.0043,0.2392,0.3,0.0365,0.0963
2012,SK,0,0.0036,0.2441,0.2936,0.0377,0.0954
2013,SK,0,0.0043,0.2376,0.3231,0.0489,0.1176
2014,SK,0,0.0046,0.2514,0.2975,0.0419,0.1024
2015,SK,0,0.0044,0.2418,0.3139,0.0464,0.112
2016,SK,0,0.0045,0.2476,0.2915,0.0341,0.0919
2017,SK,0,0.0046,0.2527,0.2718,0.0339,0.0852
2018,SK,0,0.0044,0.2444,0.2724,0.0289,0.0795
2019,SK,0,0.0045,0.2485,0.2626,0.0259,0.0733
2020,SK,0,0.0044,0.2473,0.2658,0.0283,0.0764
2021,SK,0,0.0044,0.2463,0.2686,0.0297,0.0788
2022,SK,0,0.0045,0.2496,0.2598,0.0243,0.0707
1980,SL,0,0.0003,0.0352,0.5937,0.0652,0.2078
1981,SL,0,0.0003,0.0352,0.5937,0.0652,0.2078
1982,SL,0,0.0003,0.0352,0.5937,0.0652,0.2078
1983,SL,0,0.0003,0.0352,0.5937,0.0652,0.2078
1984,SL,0,0.0003,0.0352,0.5937,0.0652,0.2078
1985,SL,0,0.0003,0.0352,0.5937,0.0652,0.2078
1986,SL,0,0.0003,0.0352,0.5937,0.0652,0.2078
1987,SL,0,0.0003,0.0352,0.5937,0.0652,0.2078
1988,SL,0,0.0003,0.0352,0.5937,0.0652,0.2078
1989,SL,0,0.0003,0.0352,0.5937,0.0652,0.2078
1990,SL,0,0.0004,0.0421,0.5864,0.0625,0.2022
1991,SL,0,0.0006,0.0491,0.579,0.0598,0.1966
1992,SL,0,0.0007,0.056,0.5716,0.0571,0.191
1993,SL,0,0.0008,0.063,0.5642,0.0544,0.1854
1994,SL,0,0.001,0.0699,0.5569,0.0518,0.1798
1995,SL,0,0.0011,0.0769,0.5495,0.0492,0.1742
1996,SL,0,0.0012,0.0839,0.542,0.0465,0.1685
1997,SL,0,0.0014,0.0909,0.5346,0.044,0.1629
1998,SL,0,0.0015,0.0979,0.5272,0.0414,0.1573
1999,SL,0,0.0016,0.1049,0.5197,0.0389,0.1516
2000,SL,0,0.0018,0.112,0.5123,0.0364,0.1459
2001,SL,0,0.0019,0.119,0.5048,0.0339,0.1403
2002,SL,0,0.002,0.1261,0.4973,0.0314,0.1346
2003,SL,0,0.0022,0.1331,0.4898,0.029,0.1289
2004,SL,0,0.0022,0.1364,0.4823,0.0282,0.1262
2005,SL,0,0.0023,0.1396,0.4748,0.0274,0.1234
2006,SL,0,0.0024,0.1429,0.4673,0.0265,0.1207
2007,SL,0,0.0024,0.1461,0.4597,0.0257,0.1179
2008,SL,0,0.0025,0.1494,0.4522,0.0249,0.1152
2009,SL,0,0.0025,0.1526,0.4446,0.0241,0.1124
2010,SL,0,0.0026,0.1559,0.4371,0.0232,0.1097
2011,SL,0,0.0026,0.1592,0.4295,0.0224,0.1069
2012,SL,0,0.0026,0.1578,0.4353,0.0247,0.1131
2013,SL,0,0.0026,0.1565,0.4411,0.027,0.1193
2014,SL,0,0.0026,0.1552,0.4469,0.0294,0.1255
2015,SL,0,0.0026,0.1539,0.4527,0.0318,0.1317
2016,SL,0,0.0025,0.1526,0.4584,0.0342,0.1379
2017,SL,0,0.0025,0.1512,0.4642,0.0366,0.1441
2018,SL,0,0.0025,0.1499,0.47,0.0391,0.1502
2019,SL,0,0.0025,0.1499,0.47,0.0391,0.1502
2020,SL,0,0.0025,0.1499,0.47,0.0391,0.1502
2021,SL,0,0.0025,0.1499,0.47,0.0391,0.1502
2022,SL,0,0.0025,0.1499,0.47,0.0391,0.1502
1980,SN,0,0.0012,0.0806,0.6104,0.0926,0.2509
1981,SN,0,0.0012,0.0806,0.6104,0.0926,0.2509
1982,SN,0,0.0012,0.0806,0.6104,0.0926,0.2509
1983,SN,0,0.0012,0.0806,0.6104,0.0926,0.2509
1984,SN,0,0.0012,0.0806,0.6104,0.0926,0.2509
1985,SN,0,0.0012,0.0806,0.6104,0.0926,0.2509
1986,SN,0,0.0012,0.0806,0.6104,0.0926,0.2509
1987,SN,0,0.0012,0.0806,0.6104,0.0926,0.2509
1988,SN,0,0.0012,0.0806,0.6104,0.0926,0.2509
1989,SN,0,0.0012,0.0806,0.6104,0.0926,0.2509
1990,SN,0,0.0012,0.0806,0.6104,0.0926,0.2509
1991,SN,0,0.0012,0.0806,0.6104,0.0926,0.2509
1992,SN,0,0.0014,0.0959,0.5808,0.0832,0.232
1993,SN,0,0.0017,0.1114,0.5512,0.074,0.2129
1994,SN,0,0.0019,0.1269,0.5213,0.0647,0.1938
1995,SN,0,0.0019,0.1268,0.5209,0.0639,0.1934
1996,SN,0,0.002,0.1267,0.5204,0.0631,0.193
1997,SN,0,0.002,0.1267,0.52,0.0623,0.1926
1998,SN,0,0.002,0.1266,0.5195,0.0615,0.1921
1999,SN,0,0.002,0.1265,0.5191,0.0607,0.1917
2000,SN,0,0.002,0.1265,0.5186,0.0599,0.1913
2001,SN,0,0.002,0.1264,0.5182,0.0592,0.1909
2002,SN,0,0.0021,0.1292,0.5056,0.0521,0.1769
2003,SN,0,0.0021,0.132,0.493,0.0452,0.1629
2004,SN,0,0.0021,0.1347,0.4803,0.0385,0.1489
2005,SN,0,0.0021,0.1375,0.4677,0.0321,0.135
2006,SN,0,0.0021,0.1369,0.4693,0.0317,0.1344
2007,SN,0,0.0021,0.1363,0.4709,0.0313,0.1339
2008,SN,0,0.0021,0.1357,0.4724,0.031,0.1334
2009,SN,0,0.0021,0.135,0.474,0.0306,0.1329
2010,SN,0,0.0021,0.1344,0.4755,0.0303,0.1323
2011,SN,0,0.0021,0.1338,0.4771,0.0299,0.1318
2012,SN,0,0.0021,0.1346,0.4772,0.0308,0.1335
2013,SN,0,0.0021,0.1354,0.4774,0.0317,0.1351
2014,SN,0,0.0022,0.1363,0.4775,0.0325,0.1367
2015,SN,0,0.0022,0.1371,0.4776,0.0334,0.1384
2016,SN,0,0.0022,0.138,0.4778,0.0343,0.14
2017,SN,0,0.0022,0.1388,0.4779,0.0353,0.1417
2018,SN,0,0.0023,0.1396,0.478,0.0362,0.1433
2019,SN,0,0.0023,0.1396,0.478,0.0362,0.1433
2020,SN,0,0.0023,0.1396,0.478,0.0362,0.1433
2021,SN,0,0.0023,0.1396,0.478,0.0362,0.1433
2022,SN,0,0.0023,0.1396,0.478,0.0362,0.1433
1980,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1981,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1982,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1983,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1984,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1985,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1986,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1987,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1988,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1989,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1990,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1991,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1992,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1993,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1994,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1995,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1996,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1997,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1998,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1999,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2000,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2001,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2002,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2003,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2004,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2005,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2006,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2007,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2008,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2009,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2010,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2011,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2012,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2013,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2014,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2015,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2016,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2017,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2018,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2019,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2020,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2021,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
2022,SO,0,0.0024,0.1494,0.4406,0.0311,0.1244
1980,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1981,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1982,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1983,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1984,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1985,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1986,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1987,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1988,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1989,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1990,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1991,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1992,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1993,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1994,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1995,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1996,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1997,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1998,SR,0,0.0001,0.085,0.5496,0.042,0.1893
1999,SR,0,0.0001,0.085,0.5496,0.042,0.1893
2000,SR,0,0.0001,0.085,0.5496,0.042,0.1893
2001,SR,0,0.0001,0.0812,0.56,0.0467,0.1967
2002,SR,0,0,0.0815,0.56,0.045,0.1925
2003,SR,0,0,0.085,0.5617,0.0507,0.2045
2004,SR,0,0.0001,0.0879,0.5563,0.0493,0.2007
2005,SR,0,0.0001,0.0872,0.555,0.0468,0.1922
2006,SR,0,0.0002,0.0904,0.5525,0.0488,0.1939
2007,SR,0,0.0002,0.0892,0.5626,0.06,0.2096
2008,SR,0,0.0003,0.0904,0.5593,0.052,0.2025
2009,SR,0,0.0004,0.0931,0.5468,0.0481,0.1906
2010,SR,0,0.0005,0.0948,0.5459,0.0523,0.1974
2011,SR,0,0.0005,0.0979,0.5405,0.0517,0.1981
2012,SR,0,0.0005,0.1007,0.5316,0.0566,0.1955
2013,SR,0,0.0006,0.1012,0.5379,0.0531,0.2038
2014,SR,0,0.0005,0.1028,0.5298,0.0596,0.2044
