year,country,variable,value
1980,YU,npopuli999,21054892
1981,YU,npopuli999,21199920
1982,YU,npopuli999,21327736
1983,YU,npopuli999,21441456
1984,YU,npopuli999,21550840
1985,YU,npopuli999,21657344
1986,YU,npopuli999,21754076
1987,YU,npopuli999,21838972
1988,YU,npopuli999,21912782
1989,YU,npopuli999,21970756
1990,YU,npopuli999,22007186
1991,YU,npopuli999,21962800
1992,YU,npopuli999,21654580
1993,YU,npopuli999,21310588
1994,YU,npopuli999,21156582
1995,YU,npopuli999,21147224
1996,YU,npopuli999,21277722
1997,YU,npopuli999,21384316
1998,YU,npopuli999,21395524
1999,YU,npopuli999,21361848
2000,YU,npopuli999,21318404
2001,YU,npopuli999,21288420
2002,YU,npopuli999,21266788
2003,YU,npopuli999,21225264
2004,YU,npopuli999,21154746
2005,YU,npopuli999,21071236
2006,YU,npopuli999,20997628
2007,YU,npopuli999,20910222
2008,YU,npopuli999,20811576
2009,YU,npopuli999,20714460
2010,YU,npopuli999,20615676
2011,YU,npopuli999,20510242
2012,YU,npopuli999,20399202
2013,YU,npopuli999,20301624
2014,YU,npopuli999,20213502
2015,YU,npopuli999,20121424
2016,YU,npopuli999,20031504
2017,YU,npopuli999,19940184
2018,YU,npopuli999,19845302
2019,YU,npopuli999,19748992
2020,YU,npopuli999,19631042
2021,YU,npopuli999,19478446
2022,YU,npopuli999,19325774
1980,ZA,npopuli999,28457798
1981,ZA,npopuli999,29125252
1982,ZA,npopuli999,29805688
1983,ZA,npopuli999,30494952
1984,ZA,npopuli999,31187944
1985,ZA,npopuli999,31885316
1986,ZA,npopuli999,32595096
1987,ZA,npopuli999,33300096
1988,ZA,npopuli999,34005688
1989,ZA,npopuli999,34729928
1990,ZA,npopuli999,35463604
1991,ZA,npopuli999,36213992
1992,ZA,npopuli999,36977536
1993,ZA,npopuli999,37758624
1994,ZA,npopuli999,38557288
1995,ZA,npopuli999,39374144
1996,ZA,npopuli999,40211728
1997,ZA,npopuli999,41063960
1998,ZA,npopuli999,41936884
1999,ZA,npopuli999,42821600
2000,ZA,npopuli999,43695928
2001,ZA,npopuli999,44552396
2002,ZA,npopuli999,45456336
2003,ZA,npopuli999,46303560
2004,ZA,npopuli999,47071708
2005,ZA,npopuli999,47817896
2006,ZA,npopuli999,48533604
2007,ZA,npopuli999,49215800
2008,ZA,npopuli999,49861788
2009,ZA,npopuli999,50473912
2010,ZA,npopuli999,51056648
2011,ZA,npopuli999,51634728
2012,ZA,npopuli999,52221984
2013,ZA,npopuli999,52875980
2014,ZA,npopuli999,53608552
2015,ZA,npopuli999,54436288
2016,ZA,npopuli999,55243480
2017,ZA,npopuli999,56031828
2018,ZA,npopuli999,56801168
2019,ZA,npopuli999,57541572
2020,ZA,npopuli999,58249724
2021,ZA,npopuli999,58834512
2022,ZA,npopuli999,59331432
1980,ZM,npopuli999,5720438
1981,ZM,npopuli999,5897481
1982,ZM,npopuli999,6090818
1983,ZM,npopuli999,6291070
1984,ZM,npopuli999,6488072
1985,ZM,npopuli999,6686449
1986,ZM,npopuli999,6890967
1987,ZM,npopuli999,7095185
1988,ZM,npopuli999,7294325
1989,ZM,npopuli999,7491275
1990,ZM,npopuli999,7686401
1991,ZM,npopuli999,7880466
1992,ZM,npopuli999,8074337
1993,ZM,npopuli999,8270917
1994,ZM,npopuli999,8474216
1995,ZM,npopuli999,8684135
1996,ZM,npopuli999,8902019
1997,ZM,npopuli999,9133156
1998,ZM,npopuli999,9372430
1999,ZM,npopuli999,9621238
2000,ZM,npopuli999,9891136
2001,ZM,npopuli999,10191964
2002,ZM,npopuli999,10508294
2003,ZM,npopuli999,10837973
2004,ZM,npopuli999,11188040
2005,ZM,npopuli999,11564870
2006,ZM,npopuli999,11971567
2007,ZM,npopuli999,12402073
2008,ZM,npopuli999,12852966
2009,ZM,npopuli999,13318087
2010,ZM,npopuli999,13792086
2011,ZM,npopuli999,14265814
2012,ZM,npopuli999,14744658
2013,ZM,npopuli999,15234976
2014,ZM,npopuli999,15737793
2015,ZM,npopuli999,16248230
2016,ZM,npopuli999,16767761
2017,ZM,npopuli999,17298054
2018,ZM,npopuli999,17835892
2019,ZM,npopuli999,18380476
2020,ZM,npopuli999,18927716
2021,ZM,npopuli999,19473124
2022,ZM,npopuli999,20017676
1980,ZW,npopuli999,7049926
1981,ZW,npopuli999,7506526
1982,ZW,npopuli999,7803855
1983,ZW,npopuli999,8106356
1984,ZW,npopuli999,8398567
1985,ZW,npopuli999,8690515
1986,ZW,npopuli999,8983044
1987,ZW,npopuli999,9277488
1988,ZW,npopuli999,9568739
1989,ZW,npopuli999,9846346
1990,ZW,npopuli999,10113893
1991,ZW,npopuli999,10377815
1992,ZW,npopuli999,10641501
1993,ZW,npopuli999,10794918
1994,ZW,npopuli999,10858594
1995,ZW,npopuli999,10994041
1996,ZW,npopuli999,11178171
1997,ZW,npopuli999,11362401
1998,ZW,npopuli999,11548364
1999,ZW,npopuli999,11716454
2000,ZW,npopuli999,11834676
2001,ZW,npopuli999,11910978
2002,ZW,npopuli999,11984644
2003,ZW,npopuli999,12075828
2004,ZW,npopuli999,12160881
2005,ZW,npopuli999,12224753
2006,ZW,npopuli999,12330490
2007,ZW,npopuli999,12450568
2008,ZW,npopuli999,12550347
2009,ZW,npopuli999,12679810
2010,ZW,npopuli999,12839771
2011,ZW,npopuli999,13025785
2012,ZW,npopuli999,13265331
2013,ZW,npopuli999,13555422
2014,ZW,npopuli999,13855753
2015,ZW,npopuli999,14154937
2016,ZW,npopuli999,14452704
2017,ZW,npopuli999,14751101
2018,ZW,npopuli999,15052184
2019,ZW,npopuli999,15354608
2020,ZW,npopuli999,15669666
2021,ZW,npopuli999,15993524
2022,ZW,npopuli999,16320537
1980,ZZ,npopuli999,514303
1981,ZZ,npopuli999,530114
1982,ZZ,npopuli999,546344
1983,ZZ,npopuli999,564222
1984,ZZ,npopuli999,582516
1985,ZZ,npopuli999,601504
1986,ZZ,npopuli999,621616
1987,ZZ,npopuli999,642274
1988,ZZ,npopuli999,662122
1989,ZZ,npopuli999,680212
1990,ZZ,npopuli999,680287
1991,ZZ,npopuli999,701000
1992,ZZ,npopuli999,722000
1993,ZZ,npopuli999,744000
1994,ZZ,npopuli999,767000
1995,ZZ,npopuli999,790000
1996,ZZ,npopuli999,814000
1997,ZZ,npopuli999,636000
1998,ZZ,npopuli999,864000
1999,ZZ,npopuli999,889000
2000,ZZ,npopuli999,916000
