year,country,variable,value
2005,KE,npopuli999,35843008
2006,KE,npopuli999,36925252
2007,KE,npopuli999,38036792
2008,KE,npopuli999,39186896
2009,KE,npopuli999,40364444
2010,KE,npopuli999,41517896
2011,KE,npopuli999,42635144
2012,KE,npopuli999,43725808
2013,KE,npopuli999,44792368
2014,KE,npopuli999,45831864
2015,KE,npopuli999,46851488
2016,KE,npopuli999,47894672
2017,KE,npopuli999,48948136
2018,KE,npopuli999,49953304
2019,KE,npopuli999,50951448
2020,KE,npopuli999,51985780
2021,KE,npopuli999,53005616
2022,KE,npopuli999,54027488
1980,KG,npopuli999,3691209
1981,KG,npopuli999,3764503
1982,KG,npopuli999,3840959
1983,KG,npopuli999,3922269
1984,KG,npopuli999,3997749
1985,KG,npopuli999,4064852
1986,KG,npopuli999,4132785
1987,KG,npopuli999,4202467
1988,KG,npopuli999,4272633
1989,KG,npopuli999,4335803
1990,KG,npopuli999,4394734
1991,KG,npopuli999,4456094
1992,KG,npopuli999,4501260
1993,KG,npopuli999,4507633
1994,KG,npopuli999,4530895
1995,KG,npopuli999,4596456
1996,KG,npopuli999,4666585
1997,KG,npopuli999,4738386
1998,KG,npopuli999,4810412
1999,KG,npopuli999,4878911
2000,KG,npopuli999,4935182
2001,KG,npopuli999,4981444
2002,KG,npopuli999,5026641
2003,KG,npopuli999,5078276
2004,KG,npopuli999,5137040
2005,KG,npopuli999,5193114
2006,KG,npopuli999,5246785
2007,KG,npopuli999,5294766
2008,KG,npopuli999,5345415
2009,KG,npopuli999,5414085
2010,KG,npopuli999,5483774
2011,KG,npopuli999,5552336
2012,KG,npopuli999,5631950
2013,KG,npopuli999,5719560
2014,KG,npopuli999,5814417
2015,KG,npopuli999,5914980
2016,KG,npopuli999,6018299
2017,KG,npopuli999,6121261
2018,KG,npopuli999,6223494
2019,KG,npopuli999,6323643
2020,KG,npopuli999,6424874
2021,KG,npopuli999,6527743
2022,KG,npopuli999,6630623
1980,KH,npopuli999,6198959
1981,KH,npopuli999,6364472
1982,KH,npopuli999,6619699
1983,KH,npopuli999,6881962
1984,KH,npopuli999,7133899
1985,KH,npopuli999,7376090
1986,KH,npopuli999,7661317
1987,KH,npopuli999,7975597
1988,KH,npopuli999,8269780
1989,KH,npopuli999,8570928
1990,KH,npopuli999,8910808
1991,KH,npopuli999,9259362
1992,KH,npopuli999,9718215
1993,KH,npopuli999,10243550
1994,KH,npopuli999,10636353
1995,KH,npopuli999,10919528
1996,KH,npopuli999,11182612
1997,KH,npopuli999,11431569
1998,KH,npopuli999,11669077
1999,KH,npopuli999,11899006
2000,KH,npopuli999,12118841
2001,KH,npopuli999,12338192
2002,KH,npopuli999,12561779
2003,KH,npopuli999,12787710
2004,KH,npopuli999,13016371
2005,KH,npopuli999,13246583
2006,KH,npopuli999,13477779
2007,KH,npopuli999,13714791
2008,KH,npopuli999,13943888
2009,KH,npopuli999,14155740
2010,KH,npopuli999,14363532
2011,KH,npopuli999,14573885
2012,KH,npopuli999,14786640
2013,KH,npopuli999,14999683
2014,KH,npopuli999,15210817
2015,KH,npopuli999,15417523
2016,KH,npopuli999,15624584
2017,KH,npopuli999,15830689
2018,KH,npopuli999,16025238
2019,KH,npopuli999,16207746
2020,KH,npopuli999,16396860
2021,KH,npopuli999,16589023
2022,KH,npopuli999,16767842
1980,KM,npopuli999,328328
1981,KM,npopuli999,337986
1982,KM,npopuli999,347053
1983,KM,npopuli999,356137
1984,KM,npopuli999,365664
1985,KM,npopuli999,375650
1986,KM,npopuli999,386068
1987,KM,npopuli999,396887
1988,KM,npopuli999,408070
1989,KM,npopuli999,419584
1990,KM,npopuli999,431119
1991,KM,npopuli999,442277
1992,KM,npopuli999,452990
1993,KM,npopuli999,463318
1994,KM,npopuli999,473478
1995,KM,npopuli999,483760
1996,KM,npopuli999,494288
1997,KM,npopuli999,505033
1998,KM,npopuli999,515959
1999,KM,npopuli999,526443
2000,KM,npopuli999,536758
2001,KM,npopuli999,547741
2002,KM,npopuli999,559047
2003,KM,npopuli999,570130
2004,KM,npopuli999,581154
2005,KM,npopuli999,592683
2006,KM,npopuli999,604658
2007,KM,npopuli999,616899
2008,KM,npopuli999,629470
2009,KM,npopuli999,642493
2010,KM,npopuli999,656024
2011,KM,npopuli999,670071
2012,KM,npopuli999,684553
2013,KM,npopuli999,699393
2014,KM,npopuli999,714612
2015,KM,npopuli999,730216
2016,KM,npopuli999,746232
2017,KM,npopuli999,761664
2018,KM,npopuli999,776313
2019,KM,npopuli999,790986
2020,KM,npopuli999,806166
2021,KM,npopuli999,821625
2022,KM,npopuli999,836774
1980,KN,npopuli999,43097
1981,KN,npopuli999,42953
1982,KN,npopuli999,42794
1983,KN,npopuli999,42600
1984,KN,npopuli999,42380
1985,KN,npopuli999,42144
1986,KN,npopuli999,41889
1987,KN,npopuli999,41617
1988,KN,npopuli999,41321
1989,KN,npopuli999,40992
1990,KN,npopuli999,40636
1991,KN,npopuli999,40542
1992,KN,npopuli999,40900
1993,KN,npopuli999,41447
1994,KN,npopuli999,42001
1995,KN,npopuli999,42550
1996,KN,npopuli999,43097
1997,KN,npopuli999,43656
1998,KN,npopuli999,44230
1999,KN,npopuli999,44825
2000,KN,npopuli999,45461
2001,KN,npopuli999,45986
2002,KN,npopuli999,46264
2003,KN,npopuli999,46431
2004,KN,npopuli999,46580
2005,KN,npopuli999,46725
2006,KN,npopuli999,46874
2007,KN,npopuli999,47015
2008,KN,npopuli999,47156
2009,KN,npopuli999,47286
2010,KN,npopuli999,47403
2011,KN,npopuli999,47581
2012,KN,npopuli999,47727
2013,KN,npopuli999,47767
2014,KN,npopuli999,47789
2015,KN,npopuli999,47790
2016,KN,npopuli999,47788
2017,KN,npopuli999,47785
2018,KN,npopuli999,47761
2019,KN,npopuli999,47712
2020,KN,npopuli999,47642
2021,KN,npopuli999,47606
2022,KN,npopuli999,47657
1980,KP,npopuli999,17973650
1981,KP,npopuli999,18235202
1982,KP,npopuli999,18502088
1983,KP,npopuli999,18771364
1984,KP,npopuli999,19045154
1985,KP,npopuli999,19325488
1986,KP,npopuli999,19613038
1987,KP,npopuli999,19903892
1988,KP,npopuli999,20197464
1989,KP,npopuli999,20494964
1990,KP,npopuli999,20799524
1991,KP,npopuli999,21115534
1992,KP,npopuli999,21439992
1993,KP,npopuli999,21773016
1994,KP,npopuli999,22105224
1995,KP,npopuli999,22385536
1996,KP,npopuli999,22614348
1997,KP,npopuli999,22827372
1998,KP,npopuli999,23023636
1999,KP,npopuli999,23204498
2000,KP,npopuli999,23367060
2001,KP,npopuli999,23512522
2002,KP,npopuli999,23638412
2003,KP,npopuli999,23781708
2004,KP,npopuli999,23948930
2005,KP,npopuli999,24100982
2006,KP,npopuli999,24235760
2007,KP,npopuli999,24356506
2008,KP,npopuli999,24469048
2009,KP,npopuli999,24581508
2010,KP,npopuli999,24686436
2011,KP,npopuli999,24783788
2012,KP,npopuli999,24887770
2013,KP,npopuli999,25001820
2014,KP,npopuli999,25126132
2015,KP,npopuli999,25258016
2016,KP,npopuli999,25389612
2017,KP,npopuli999,25516320
2018,KP,npopuli999,25638148
2019,KP,npopuli999,25755440
2020,KP,npopuli999,25867468
2021,KP,npopuli999,25971908
2022,KP,npopuli999,26069416
1980,KR,npopuli999,38123775
1981,KR,npopuli999,38723248
1982,KR,npopuli999,39326352
1983,KR,npopuli999,39910403
1984,KR,npopuli999,40405956
1985,KR,npopuli999,40805744
1986,KR,npopuli999,41213674
1987,KR,npopuli999,41621690
1988,KR,npopuli999,42031247
1989,KR,npopuli999,42449038
1990,KR,npopuli999,42869283
1991,KR,npopuli999,43295704
1992,KR,npopuli999,43747962
1993,KR,npopuli999,44194628
1994,KR,npopuli999,44641540
1995,KR,npopuli999,45092991
1996,KR,npopuli999,45524681
1997,KR,npopuli999,45953580
1998,KR,npopuli999,46286503
1999,KR,npopuli999,46616677
2000,KR,npopuli999,47008111
2001,KR,npopuli999,47370164
2002,KR,npopuli999,47644736
2003,KR,npopuli999,47892330
2004,KR,npopuli999,48082519
2005,KR,npopuli999,48184561
2006,KR,npopuli999,48438292
2007,KR,npopuli999,48683638
2008,KR,npopuli999,49054708
2009,KR,npopuli999,49307835
2010,KR,npopuli999,49554112
2011,KR,npopuli999,49936638
2012,KR,npopuli999,50199853
2013,KR,npopuli999,50428893
2014,KR,npopuli999,50746659
2015,KR,npopuli999,51014947
2016,KR,npopuli999,51245707
2017,KR,npopuli999,51446201
2018,KR,npopuli999,51611248
2019,KR,npopuli999,51738016
2020,KR,npopuli999,51778828
2021,KR,npopuli999,51764292
2022,KR,npopuli999,51749980
1980,KS,npopuli999,1943270
1981,KS,npopuli999,1958997
1982,KS,npopuli999,1972600
1983,KS,npopuli999,1985934
1984,KS,npopuli999,1999226
1985,KS,npopuli999,2012378
1986,KS,npopuli999,2024735
1987,KS,npopuli999,2036016
1988,KS,npopuli999,2046284
1989,KS,npopuli999,2055821
1990,KS,npopuli999,2064871
1991,KS,npopuli999,2067760
1992,KS,npopuli999,2071099
1993,KS,npopuli999,2081167
1994,KS,npopuli999,2090885
1995,KS,npopuli999,2100422
1996,KS,npopuli999,2109405
1997,KS,npopuli999,2116713
1998,KS,npopuli999,2090490
1999,KS,npopuli999,1888579
2000,KS,npopuli999,1823286
2001,KS,npopuli999,1840256
2002,KS,npopuli999,1846786
2003,KS,npopuli999,1839425
2004,KS,npopuli999,1832239
2005,KS,npopuli999,1825050
2006,KS,npopuli999,1817659
2007,KS,npopuli999,1810222
2008,KS,npopuli999,1803370
2009,KS,npopuli999,1797466
2010,KS,npopuli999,1792563
2011,KS,npopuli999,1799338
2012,KS,npopuli999,1811412
2013,KS,npopuli999,1805675
2014,KS,npopuli999,1777809
2015,KS,npopuli999,1759122
2016,KS,npopuli999,1750723
2017,KS,npopuli999,1731666
2018,KS,npopuli999,1709962
2019,KS,npopuli999,1686859
2020,KS,npopuli999,1670698
2021,KS,npopuli999,1662009
2022,KS,npopuli999,1644834
1980,KW,npopuli999,1493870
1981,KW,npopuli999,1573026
1982,KW,npopuli999,1652921
1983,KW,npopuli999,1736028
1984,KW,npopuli999,1813986
1985,KW,npopuli999,1888975
1986,KW,npopuli999,1968093
1987,KW,npopuli999,2048477
1988,KW,npopuli999,2129153
1989,KW,npopuli999,2210013
1990,KW,npopuli999,1674938
1991,KW,npopuli999,1339500
1992,KW,npopuli999,1620633
1993,KW,npopuli999,1653645
1994,KW,npopuli999,1641106
1995,KW,npopuli999,1655222
1996,KW,npopuli999,1703318
1997,KW,npopuli999,1761468
1998,KW,npopuli999,1819544
1999,KW,npopuli999,1877427
2000,KW,npopuli999,1934901
2001,KW,npopuli999,1991674
2002,KW,npopuli999,2047364
2003,KW,npopuli999,2101506
2004,KW,npopuli999,2153481
2005,KW,npopuli999,2235403
2006,KW,npopuli999,2363409
2007,KW,npopuli999,2506769
2008,KW,npopuli999,2650930
2009,KW,npopuli999,2795550
2010,KW,npopuli999,2943356
2011,KW,npopuli999,3143825
2012,KW,npopuli999,3394663
2013,KW,npopuli999,3646518
2014,KW,npopuli999,3761584
2015,KW,npopuli999,3908743
2016,KW,npopuli999,4048085
2017,KW,npopuli999,4124904
2018,KW,npopuli999,4317185
2019,KW,npopuli999,4441100
2020,KW,npopuli999,4360444
2021,KW,npopuli999,4250114
2022,KW,npopuli999,4268873
1980,KY,npopuli999,17100
1981,KY,npopuli999,17904
1982,KY,npopuli999,18729
1983,KY,npopuli999,19572
1984,KY,npopuli999,20433
1985,KY,npopuli999,21313
1986,KY,npopuli999,22195
1987,KY,npopuli999,23075
1988,KY,npopuli999,23956
1989,KY,npopuli999,24888
1990,KY,npopuli999,26027
1991,KY,npopuli999,27340
1992,KY,npopuli999,28677
1993,KY,npopuli999,30038
1994,KY,npopuli999,31418
1995,KY,npopuli999,32802
1996,KY,npopuli999,34194
1997,KY,npopuli999,35579
1998,KY,npopuli999,36947
1999,KY,npopuli999,38295
2000,KY,npopuli999,39658
2001,KY,npopuli999,41054
2002,KY,npopuli999,42456
2003,KY,npopuli999,43862
2004,KY,npopuli999,45286
2005,KY,npopuli999,46727
2006,KY,npopuli999,48177
2007,KY,npopuli999,49647
2008,KY,npopuli999,51123
2009,KY,npopuli999,52602
2010,KY,npopuli999,54074
2011,KY,npopuli999,55492
2012,KY,npopuli999,56860
2013,KY,npopuli999,58212
2014,KY,npopuli999,59559
2015,KY,npopuli999,60911
2016,KY,npopuli999,62255
2017,KY,npopuli999,63581
2018,KY,npopuli999,64884
2019,KY,npopuli999,66134
2020,KY,npopuli999,67311
2021,KY,npopuli999,68136
2022,KY,npopuli999,68706
1980,KZ,npopuli999,14172710
1981,KZ,npopuli999,14397391
1982,KZ,npopuli999,14634179
1983,KZ,npopuli999,14885966
1984,KZ,npopuli999,15147590
1985,KZ,npopuli999,15413315
1986,KZ,npopuli999,15721289
1987,KZ,npopuli999,16072478
1988,KZ,npopuli999,16430590
1989,KZ,npopuli999,16704993
1990,KZ,npopuli999,16866564
1991,KZ,npopuli999,16993792
1992,KZ,npopuli999,17043416
1993,KZ,npopuli999,16979696
1994,KZ,npopuli999,16747151
1995,KZ,npopuli999,16434324
1996,KZ,npopuli999,16144247
1997,KZ,npopuli999,15820432
1998,KZ,npopuli999,15474254
1999,KZ,npopuli999,15256255
2000,KZ,npopuli999,15236253
2001,KZ,npopuli999,15281285
2002,KZ,npopuli999,15338963
2003,KZ,npopuli999,15416712
2004,KZ,npopuli999,15521923
2005,KZ,npopuli999,15656248
2006,KZ,npopuli999,15822748
2007,KZ,npopuli999,16006136
2008,KZ,npopuli999,16196517
2009,KZ,npopuli999,16402369
2010,KZ,npopuli999,16627837
2011,KZ,npopuli999,16864916
2012,KZ,npopuli999,17102864
2013,KZ,npopuli999,17345732
2014,KZ,npopuli999,17592298
2015,KZ,npopuli999,17835908
2016,KZ,npopuli999,18078552
2017,KZ,npopuli999,18314814
2018,KZ,npopuli999,18538100
2019,KZ,npopuli999,18754258
2020,KZ,npopuli999,18979244
2021,KZ,npopuli999,19196464
2022,KZ,npopuli999,19397998
1980,LA,npopuli999,3297519
1981,LA,npopuli999,3370993
1982,LA,npopuli999,3453691
1983,LA,npopuli999,3543861
1984,LA,npopuli999,3639956
1985,LA,npopuli999,3741604
1986,LA,npopuli999,3848390
1987,LA,npopuli999,3959697
1988,LA,npopuli999,4074961
1989,LA,npopuli999,4193532
1990,LA,npopuli999,4314443
1991,LA,npopuli999,4437225
1992,LA,npopuli999,4561106
1993,LA,npopuli999,4685296
1994,LA,npopuli999,4807950
1995,LA,npopuli999,4927432
1996,LA,npopuli999,5043914
1997,LA,npopuli999,5150538
1998,LA,npopuli999,5246922
1999,LA,npopuli999,5340056
2000,LA,npopuli999,5430853
2001,LA,npopuli999,5519707
2002,LA,npopuli999,5606101
2003,LA,npopuli999,5689065
2004,LA,npopuli999,5768167
2005,LA,npopuli999,5852970
2006,LA,npopuli999,5946593
2007,LA,npopuli999,6041348
2008,LA,npopuli999,6135861
2009,LA,npopuli999,6229930
2010,LA,npopuli999,6323418
2011,LA,npopuli999,6416327
2012,LA,npopuli999,6508803
2013,LA,npopuli999,6600742
2014,LA,npopuli999,6691454
2015,LA,npopuli999,6787419
2016,LA,npopuli999,6891363
2017,LA,npopuli999,6997917
2018,LA,npopuli999,7105006
2019,LA,npopuli999,7212053
2020,LA,npopuli999,7319399
2021,LA,npopuli999,7425057
2022,LA,npopuli999,7529475
1980,LB,npopuli999,2963702
1981,LB,npopuli999,3027222
1982,LB,npopuli999,3070133
1983,LB,npopuli999,3106990
1984,LB,npopuli999,3163558
1985,LB,npopuli999,3226750
1986,LB,npopuli999,3308010
1987,LB,npopuli999,3390870
1988,LB,npopuli999,3457148
1989,LB,npopuli999,3525502
1990,LB,npopuli999,3593700
1991,LB,npopuli999,3666734
1992,LB,npopuli999,3745407
1993,LB,npopuli999,3818796
1994,LB,npopuli999,3888144
1995,LB,npopuli999,3959640
1996,LB,npopuli999,4034243
1997,LB,npopuli999,4107551
1998,LB,npopuli999,4178784
1999,LB,npopuli999,4250020
2000,LB,npopuli999,4320642
2001,LB,npopuli999,4389200
2002,LB,npopuli999,4446666
2003,LB,npopuli999,4504807
2004,LB,npopuli999,4574797
2005,LB,npopuli999,4643044
2006,LB,npopuli999,4719864
2007,LB,npopuli999,4809608
2008,LB,npopuli999,4887613
2009,LB,npopuli999,4951135
2010,LB,npopuli999,4995800
2011,LB,npopuli999,5045056
2012,LB,npopuli999,5178337
2013,LB,npopuli999,5678851
2014,LB,npopuli999,6274342
2015,LB,npopuli999,6398940
2016,LB,npopuli999,6258619
2017,LB,npopuli999,6109252
2018,LB,npopuli999,5950839
2019,LB,npopuli999,5781907
2020,LB,npopuli999,5662923
2021,LB,npopuli999,5592631
2022,LB,npopuli999,5489739
1980,LC,npopuli999,121633
1981,LC,npopuli999,123909
1982,LC,npopuli999,126194
1983,LC,npopuli999,128440
1984,LC,npopuli999,130625
1985,LC,npopuli999,132751
1986,LC,npopuli999,134810
1987,LC,npopuli999,136780
1988,LC,npopuli999,138660
1989,LC,npopuli999,140457
1990,LC,npopuli999,142301
1991,LC,npopuli999,144268
1992,LC,npopuli999,146420
1993,LC,npopuli999,148595
1994,LC,npopuli999,150561
1995,LC,npopuli999,152348
1996,LC,npopuli999,153969
1997,LC,npopuli999,155454
1998,LC,npopuli999,156855
1999,LC,npopuli999,158256
2000,LC,npopuli999,159500
2001,LC,npopuli999,160594
2002,LC,npopuli999,161799
2003,LC,npopuli999,163047
2004,LC,npopuli999,164239
2005,LC,npopuli999,165386
2006,LC,npopuli999,166470
2007,LC,npopuli999,167518
2008,LC,npopuli999,168576
2009,LC,npopuli999,169688
2010,LC,npopuli999,170935
2011,LC,npopuli999,172145
2012,LC,npopuli999,173124
2013,LC,npopuli999,173978
2014,LC,npopuli999,174804
2015,LC,npopuli999,175623
2016,LC,npopuli999,176413
2017,LC,npopuli999,177163
2018,LC,npopuli999,177888
2019,LC,npopuli999,178583
2020,LC,npopuli999,179237
2021,LC,npopuli999,179651
2022,LC,npopuli999,179857
1980,LI,npopuli999,25003
1981,LI,npopuli999,25346
1982,LI,npopuli999,25689
1983,LI,npopuli999,26055
1984,LI,npopuli999,26420
1985,LI,npopuli999,26785
1986,LI,npopuli999,27159
1987,LI,npopuli999,27542
1988,LI,npopuli999,27944
1989,LI,npopuli999,28357
1990,LI,npopuli999,28765
1991,LI,npopuli999,29168
1992,LI,npopuli999,29581
1993,LI,npopuli999,30012
1994,LI,npopuli999,30447
1995,LI,npopuli999,30890
1996,LI,npopuli999,31337
1997,LI,npopuli999,31770
1998,LI,npopuli999,32190
1999,LI,npopuli999,32615
2000,LI,npopuli999,33026
2001,LI,npopuli999,33376
2002,LI,npopuli999,33693
2003,LI,npopuli999,34000
2004,LI,npopuli999,34300
2005,LI,npopuli999,34603
2006,LI,npopuli999,34889
2007,LI,npopuli999,35150
2008,LI,npopuli999,35401
2009,LI,npopuli999,35675
2010,LI,npopuli999,35926
2011,LI,npopuli999,36189
2012,LI,npopuli999,36505
2013,LI,npopuli999,36806
2014,LI,npopuli999,37096
2015,LI,npopuli999,37355
2016,LI,npopuli999,37609
2017,LI,npopuli999,37889
2018,LI,npopuli999,38181
2019,LI,npopuli999,38482
2020,LI,npopuli999,38756
2021,LI,npopuli999,39039
2022,LI,npopuli999,39327
1980,LK,npopuli999,14943645
1981,LK,npopuli999,15198918
1982,LK,npopuli999,15438753
1983,LK,npopuli999,15658442
1984,LK,npopuli999,15872577
1985,LK,npopuli999,16092338
1986,LK,npopuli999,16317995
1987,LK,npopuli999,16547139
1988,LK,npopuli999,16773736
1989,LK,npopuli999,16990576
1990,LK,npopuli999,17204094
1991,LK,npopuli999,17416596
1992,LK,npopuli999,17624456
1993,LK,npopuli999,17825612
1994,LK,npopuli999,18011744
1995,LK,npopuli999,18177572
1996,LK,npopuli999,18322506
1997,LK,npopuli999,18449124
1998,LK,npopuli999,18560798
1999,LK,npopuli999,18670412
2000,LK,npopuli999,18776372
2001,LK,npopuli999,18920276
2002,LK,npopuli999,19110708
2003,LK,npopuli999,19303180
2004,LK,npopuli999,19490432
2005,LK,npopuli999,19673866
2006,LK,npopuli999,19870706
2007,LK,npopuli999,20078656
2008,LK,npopuli999,20285644
2009,LK,npopuli999,20482476
2010,LK,npopuli999,20668556
2011,LK,npopuli999,20859744
2012,LK,npopuli999,21017148
2013,LK,npopuli999,21131756
2014,LK,npopuli999,21239456
2015,LK,npopuli999,21336696
2016,LK,npopuli999,21425494
2017,LK,npopuli999,21506812
2018,LK,npopuli999,21580710
2019,LK,npopuli999,21649664
2020,LK,npopuli999,21715080
2021,LK,npopuli999,21773440
2022,LK,npopuli999,21832144
1980,LR,npopuli999,1932169
1981,LR,npopuli999,1989690
1982,LR,npopuli999,2047602
1983,LR,npopuli999,2109151
1984,LR,npopuli999,2174194
1985,LR,npopuli999,2239724
1986,LR,npopuli999,2305860
1987,LR,npopuli999,2372449
1988,LR,npopuli999,2439639
1989,LR,npopuli999,2507600
1990,LR,npopuli999,2209731
1991,LR,npopuli999,1939236
1992,LR,npopuli999,2052626
1993,LR,npopuli999,2132771
1994,LR,npopuli999,2125198
1995,LR,npopuli999,2142422
1996,LR,npopuli999,2203966
1997,LR,npopuli999,2383300
1998,LR,npopuli999,2639224
1999,LR,npopuli999,2789743
2000,LR,npopuli999,2895224
2001,LR,npopuli999,2981648
2002,LR,npopuli999,3060599
2003,LR,npopuli999,3085173
2004,LR,npopuli999,3122447
2005,LR,npopuli999,3266318
2006,LR,npopuli999,3455397
2007,LR,npopuli999,3632740
2008,LR,npopuli999,3783887
2009,LR,npopuli999,3905066
2010,LR,npopuli999,4019956
2011,LR,npopuli999,4181150
2012,LR,npopuli999,4331740
2013,LR,npopuli999,4427313
2014,LR,npopuli999,4519398
2015,LR,npopuli999,4612329
2016,LR,npopuli999,4706097
2017,LR,npopuli999,4796631
2018,LR,npopuli999,4889391
2019,LR,npopuli999,4985289
2020,LR,npopuli999,5087584
2021,LR,npopuli999,5193416
2022,LR,npopuli999,5302681
1980,LS,npopuli999,1407672
1981,LS,npopuli999,1447501
1982,LS,npopuli999,1488399
1983,LS,npopuli999,1530331
1984,LS,npopuli999,1573267
1985,LS,npopuli999,1616697
1986,LS,npopuli999,1659793
1987,LS,npopuli999,1698939
1988,LS,npopuli999,1733733
1989,LS,npopuli999,1767091
1990,LS,npopuli999,1798997
1991,LS,npopuli999,1829509
1992,LS,npopuli999,1858507
1993,LS,npopuli999,1885478
1994,LS,npopuli999,1910642
1995,LS,npopuli999,1934079
1996,LS,npopuli999,1955098
1997,LS,npopuli999,1972579
1998,LS,npopuli999,1985639
1999,LS,npopuli999,1994243
2000,LS,npopuli999,1998630
2001,LS,npopuli999,1999473
2002,LS,npopuli999,1997534
2003,LS,npopuli999,1993030
2004,LS,npopuli999,1985384
2005,LS,npopuli999,1977424
2006,LS,npopuli999,1976780
2007,LS,npopuli999,1983465
2008,LS,npopuli999,1995014
2009,LS,npopuli999,2009169
2010,LS,npopuli999,2022747
2011,LS,npopuli999,2037677
2012,LS,npopuli999,2054718
2013,LS,npopuli999,2073939
2014,LS,npopuli999,2095242
2015,LS,npopuli999,2118521
2016,LS,npopuli999,2143872
2017,LS,npopuli999,2170617
2018,LS,npopuli999,2198017
2019,LS,npopuli999,2225702
2020,LS,npopuli999,2254100
2021,LS,npopuli999,2281454
2022,LS,npopuli999,2305825
1980,LT,npopuli999,3521206
1981,LT,npopuli999,3550539
1982,LT,npopuli999,3580825
1983,LT,npopuli999,3612640
1984,LT,npopuli999,3643837
1985,LT,npopuli999,3672852
1986,LT,npopuli999,3702828
1987,LT,npopuli999,3732005
1988,LT,npopuli999,3755541
1989,LT,npopuli999,3773180
1990,LT,npopuli999,3785847
1991,LT,npopuli999,3793425
1992,LT,npopuli999,3795742
1993,LT,npopuli999,3788528
1994,LT,npopuli999,3770456
1995,LT,npopuli999,3747267
1996,LT,npopuli999,3722022
1997,LT,npopuli999,3694896
1998,LT,npopuli999,3665510
1999,LT,npopuli999,3633944
2000,LT,npopuli999,3599637
2001,LT,npopuli999,3560142
2002,LT,npopuli999,3515799
2003,LT,npopuli999,3469675
2004,LT,npopuli999,3422591
2005,LT,npopuli999,3373533
2006,LT,npopuli999,3322932
2007,LT,npopuli999,3272418
2008,LT,npopuli999,3224378
2009,LT,npopuli999,3180479
2010,LT,npopuli999,3139019
2011,LT,npopuli999,3099798
2012,LT,npopuli999,3063341
2013,LT,npopuli999,3028189
2014,LT,npopuli999,2994927
2015,LT,npopuli999,2963765
2016,LT,npopuli999,2933673
2017,LT,npopuli999,2904450
2018,LT,npopuli999,2876128
2019,LT,npopuli999,2849083
2020,LT,npopuli999,2820267
2021,LT,npopuli999,2786651
2022,LT,npopuli999,2750055
1980,LU,npopuli999,363741
1981,LU,npopuli999,364473
1982,LU,npopuli999,365020
1983,LU,npopuli999,365440
1984,LU,npopuli999,365779
1985,LU,npopuli999,366466
1986,LU,npopuli999,368170
1987,LU,npopuli999,370526
1988,LU,npopuli999,373432
1989,LU,npopuli999,376949
1990,LU,npopuli999,381267
1991,LU,npopuli999,386399
1992,LU,npopuli999,391516
1993,LU,npopuli999,396697
1994,LU,npopuli999,402043
1995,LU,npopuli999,407635
1996,LU,npopuli999,413202
1997,LU,npopuli999,418411
1998,LU,npopuli999,423574
1999,LU,npopuli999,429349
2000,LU,npopuli999,435628
2001,LU,npopuli999,441250
2002,LU,npopuli999,445913
2003,LU,npopuli999,451351
2004,LU,npopuli999,457788
2005,LU,npopuli999,464860
2006,LU,npopuli999,472404
2007,LU,npopuli999,479868
2008,LU,npopuli999,488635
2009,LU,npopuli999,497868
2010,LU,npopuli999,507070
2011,LU,npopuli999,518206
2012,LU,npopuli999,530585
2013,LU,npopuli999,543066
2014,LU,npopuli999,556069
2015,LU,npopuli999,569408
2016,LU,npopuli999,583351
2017,LU,npopuli999,596283
2018,LU,npopuli999,607913
2019,LU,npopuli999,619973
2020,LU,npopuli999,630399
2021,LU,npopuli999,639321
2022,LU,npopuli999,647599
1980,LV,npopuli999,2572037
1981,LV,npopuli999,2588051
1982,LV,npopuli999,2604945
1983,LV,npopuli999,2623151
1984,LV,npopuli999,2640608
1985,LV,npopuli999,2655104
1986,LV,npopuli999,2668867
1987,LV,npopuli999,2681836
1988,LV,npopuli999,2690470
1989,LV,npopuli999,2693388
1990,LV,npopuli999,2689391
1991,LV,npopuli999,2678964
1992,LV,npopuli999,2662883
1993,LV,npopuli999,2638889
1994,LV,npopuli999,2606454
1995,LV,npopuli999,2570151
1996,LV,npopuli999,2534287
1997,LV,npopuli999,2498879
1998,LV,npopuli999,2462337
1999,LV,npopuli999,2426351
2000,LV,npopuli999,2392530
2001,LV,npopuli999,2359249
2002,LV,npopuli999,2326144
2003,LV,npopuli999,2294342
2004,LV,npopuli999,2263443
2005,LV,npopuli999,2233157
2006,LV,npopuli999,2203913
2007,LV,npopuli999,2176053
2008,LV,npopuli999,2150412
2009,LV,npopuli999,2126265
2010,LV,npopuli999,2101530
2011,LV,npopuli999,2076974
2012,LV,npopuli999,2053636
2013,LV,npopuli999,2031486
2014,LV,npopuli999,2011039
2015,LV,npopuli999,1991955
2016,LV,npopuli999,1973476
2017,LV,npopuli999,1954862
2018,LV,npopuli999,1935630
2019,LV,npopuli999,1916555
2020,LV,npopuli999,1897052
2021,LV,npopuli999,1873919
2022,LV,npopuli999,1850651
1980,LY,npopuli999,2962720
1981,LY,npopuli999,3112015
1982,LY,npopuli999,3265457
1983,LY,npopuli999,3423592
1984,LY,npopuli999,3564547
1985,LY,npopuli999,3684313
1986,LY,npopuli999,3800110
1987,LY,npopuli999,3911939
1988,LY,npopuli999,4021565
